discomfort,ev_lmt_bef,ev_lmt_aft,ev_lmt_fnl,ev_deviation,ev_deviation_per,,ev_mean,ev_median,ev_mode,ev_std,ev_.25,ev_.5,ev_.75,ev_fnl,ev_dev,ls_mean,ls_median,ls_mode,ls_std,ls_.25,ls_.5,ls_.75,ls_fnl,ls_dev,omega_mean,omega_median,omega_mode,omega_std,omega_.25,omega_.5,omega_.75,omega_fnl,omega_dev,pos_mean,pos_median,pos_mode,pos_std,pos_.25,pos_.5,pos_.75,pos_fnl,pos_dev,lb_mean,lb_median,lb_mode,lb_std,lb_.25,lb_.5,lb_.75,lb_fnl,lb_dev,edir_mean,edir_median,edir_mode,edir_std,edir_.25,edir_.5,edir_.75,edir_fnl,edir_dev,eindir_mean,eindir_median,eindir_mode,eindir_std,eindir_.25,eindir_.5,eindir_.75,eindir_fnl,eindir_dev,log_gc_mean,log_gc_median,log_gc_mode,log_gc_std,log_gc_.25,log_gc_.5,log_gc_.75,log_gc_fnl,log_gc_dev,dgp_mean,dgp_median,dgp_mode,dgp_std,dgp_.25,dgp_.5,dgp_.75,dgp_fnl,dgp_dev,cgi_mean,cgi_median,cgi_mode,cgi_std,cgi_.25,cgi_.5,cgi_.75,cgi_fnl,cgi_dev,dgi_mean,dgi_median,dgi_mode,dgi_std,dgi_.25,dgi_.5,dgi_.75,dgi_fnl,dgi_dev,dgi_mod_mean,dgi_mod_median,dgi_mod_mode,dgi_mod_std,dgi_mod_.25,dgi_mod_.5,dgi_mod_.75,dgi_mod_fnl,dgi_mod_dev,av_lum_mean,av_lum_median,av_lum_mode,av_lum_std,av_lum_.25,av_lum_.5,av_lum_.75,av_lum_fnl,av_lum_dev,med_lum_mean,med_lum_median,med_lum_mode,med_lum_std,med_lum_.25,med_lum_.5,med_lum_.75,med_lum_fnl,med_lum_dev,ugr_mean,ugr_median,ugr_mode,ugr_std,ugr_.25,ugr_.5,ugr_.75,ugr_fnl,ugr_dev,ugp_mean,ugp_median,ugp_mode,ugp_std,ugp_.25,ugp_.5,ugp_.75,ugp_fnl,ugp_dev,ugr_exp_mean,ugr_exp_median,ugr_exp_mode,ugr_exp_std,ugr_exp_.25,ugr_exp_.5,ugr_exp_.75,ugr_exp_fnl,ugr_exp_dev,av_lum_cie_mean,av_lum_cie_median,av_lum_cie_mode,av_lum_cie_std,av_lum_cie_.25,av_lum_cie_.5,av_lum_cie_.75,av_lum_cie_fnl,av_lum_cie_dev
No,620,680,650,60,0.096774194,,720.566188,737.681294,489.243352,61.9085734,727.020926,737.681294,752.276311,697.1327625,0.378529571,10111.79488,10361.14042,6777.575778,857.1144276,10185.91588,10361.14042,10495.71965,10234.96102,0.378579471,0.057689973,0.057709583,0.058677983,0.000872281,0.057494946,0.057709583,0.058387562,0.057756463,0.06387337,2.318796957,2.318722,2.318722,0.000452214,2.318722,2.318722,2.318722,2.3187985,0.000917286,62.06449987,64.189492,48.969613,4.707297211,63.09259,64.189492,64.667379,52.5082645,0.262832038,525.5848083,540.020279,335.400774,50.2981008,527.269553,540.020279,551.270348,532.1731815,0.425533131,194.9813768,201.6572365,153.8425764,14.78841034,198.2112172,201.6572365,203.1585628,164.959578,0.262832038,0.775838222,0.775233199,0.731309224,0.01398035,0.774177313,0.775233199,0.777284494,0.807968098,0.102873426,0.273519184,0.274808912,0.255852771,0.004513238,0.27386006,0.274808912,0.275602577,0.275093165,0.076883919,30.34515712,30.5013544,28.04770266,0.575355356,30.3967847,30.5013544,30.59814007,30.58905206,0.090958187,21.44508364,21.53459862,20.11920054,0.332768234,21.46076458,21.53459862,21.58846986,21.68743526,0.078692786,20.76568931,20.85458624,19.51153007,0.310671692,20.79764079,20.85458624,20.90134733,20.87614045,0.071103843,139.7759734,143.109651,94.808308,12.02465895,140.944599,143.109651,145.824978,135.8948855,0.379362903,20.58339519,21.33521,14.514785,1.925512672,20.705412,21.33521,21.671812,17.8709455,0.376290837,29.14339244,29.23970781,27.03636991,0.552326381,29.12426096,29.23970781,29.33993991,29.83036295,0.102238402,0.67256378,0.674085616,0.639826735,0.008483839,0.672349896,0.674085616,0.675587221,0.682857674,0.068034285,20.80523093,20.91858611,18.74325526,0.535822147,20.79809859,20.91858611,21.03848851,21.33403336,0.135315261,229.3633413,234.8112487,155.7309957,19.70611095,231.4179482,234.8112487,239.4569869,221.9042503,0.378529571
No,440,500,470,60,0.136363636,,543.2569763,540.9174635,471.559914,23.85239563,526.5754112,540.9174635,563.8388813,505.7086495,0.188891706,7474.578786,7525.434393,6976.626453,270.3593535,7213.772828,7525.434393,7734.065178,7392.475213,0.111270152,0.057506725,0.057514018,0.057286803,0.000514454,0.057037962,0.057514018,0.058002137,0.057400811,0.029131148,2.304511015,2.295001,2.295001,0.01149084,2.295001,2.295001,2.317735,2.3068615,0.01029329,49.5832573,50.424779,36.71585,3.632890237,49.5992445,50.424779,51.66895075,39.142794,0.350177095,387.4865771,390.0328105,355.611483,17.41837672,370.6211933,390.0328105,404.2905373,382.7379325,0.140012331,155.7703969,158.4141153,115.3462446,11.41306128,155.8206221,158.4141153,162.3227961,122.9707141,0.350177095,0.752139595,0.749452159,0.735392883,0.014943372,0.74202748,0.749452159,0.754773848,0.791224497,0.080629221,0.260935599,0.261160625,0.257533073,0.00180141,0.259100345,0.261160625,0.262582025,0.262319507,0.027419285,28.77378664,28.81386388,28.31367546,0.244234363,28.5264167,28.81386388,29.00254775,28.91059046,0.032862339,20.61513245,20.62402093,20.30635224,0.170711936,20.44750936,20.62402093,20.75387836,20.82861592,0.035497398,19.92264046,19.94772441,19.65253731,0.142842187,19.76444231,19.94772441,20.06299735,19.96361224,0.026203087,105.4066523,105.0230705,91.844784,4.551366035,102.2584183,105.0230705,109.357629,98.5031515,0.182934479,16.12263844,16.3022915,15.863525,1.129640952,15.863525,16.3022915,16.907535,13.2471625,0.335115621,27.88066159,27.8671525,27.36666014,0.338931082,27.58905992,27.8671525,28.06288134,28.60034088,0.054649597,0.653207493,0.653023362,0.645113321,0.005283198,0.648643177,0.653023362,0.656083536,0.66437082,0.036281223,19.61014483,19.62253251,19.12210789,0.296099115,19.33480229,19.62253251,19.81900098,20.11807236,0.067267609,172.9240663,172.1793762,150.1021826,7.592453338,167.6141592,172.1793762,179.4754901,160.9720627,0.188891706
No,1530,1650,1590,120,0.078431373,,1731.933297,1737.056958,1670.936672,26.56773132,1710.263827,1737.056958,1753.43803,1710.014994,0.058533676,11309.58699,11312.86249,11145.18954,100.4338863,11222.64847,11312.86249,11393.97605,11317.66303,0.028899319,0.149322638,0.149541326,0.147121293,0.001414176,0.147909404,0.149541326,0.150648994,0.149468279,0.030526115,2.766673145,2.776831,2.776831,0.017681357,2.742535,2.776831,2.776831,2.7345075,0.021243203,113.2418055,114.3504892,102.2110238,3.530772445,113.9315545,114.3504892,114.9976865,103.9607312,0.117125255,1377.240151,1379.805122,1336.322398,25.03648484,1352.890551,1379.805122,1400.052545,1384.021823,0.059577295,355.7596243,359.2426569,321.1054014,11.09224878,357.9265347,359.2426569,361.2758871,326.6022695,0.117125255,0.504265043,0.501453887,0.4995617,0.005888741,0.50037594,0.501453887,0.507628343,0.519163413,0.042649535,0.307956015,0.308013134,0.30529921,0.001650291,0.306469074,0.308013134,0.309172416,0.308037081,0.017322813,32.27303359,32.25877624,32.07711314,0.123285049,32.18009085,32.25877624,32.35577038,32.41883421,0.014130138,21.74727512,21.71666642,21.61079714,0.098287832,21.676881,21.71666642,21.84594982,21.92967666,0.016950062,20.81276564,20.79287916,20.7049479,0.072728202,20.76023337,20.79287916,20.87871087,20.91826392,0.012135636,370.5947427,371.8950265,355.76529,5.713588755,366.2833358,371.8950265,375.210817,365.8440995,0.061072515,61.08953815,61.6173935,53.976325,1.919827013,60.87492825,61.6173935,62.19163525,57.6634295,0.156631042,29.92975449,29.86792912,29.7082041,0.18007945,29.80958743,29.86792912,30.04841463,30.31409136,0.023883392,0.684314247,0.683414712,0.681061411,0.002630413,0.682556611,0.683414712,0.686058588,0.689918294,0.015245785,24.24944183,24.20665541,24.00157725,0.180682926,24.1200756,24.20665541,24.39497149,24.58683472,0.029433866,551.2914907,552.9224024,531.8756619,8.456771532,544.3938842,552.9224024,558.1366597,544.3146783,0.058533676
No,1090,1120,1105,30,0.027522936,,1191.020266,1194.493199,1141.560494,15.65182276,1185.486237,1194.493199,1202.099148,1173.114067,0.059955583,8190.613314,8195.008792,8080.026664,59.00019058,8139.423996,8195.008792,8244.025044,8177.921771,0.024470298,0.137834137,0.137836949,0.137097577,0.000349807,0.137597124,0.137836949,0.138181641,0.137868899,0.00870256,2.775102263,2.776317,2.776317,0.003033044,2.776317,2.776317,2.776317,2.7719895,0.003118804,86.65190198,87.431087,75.500021,3.053052781,87.112317,87.431087,87.867736,81.2759665,0.170767815,918.795283,919.352787,903.820154,8.639607264,911.689122,919.352787,926.738764,917.778084,0.029541551,272.2249787,274.6728606,237.1903113,9.591448188,273.6714151,274.6728606,276.0446339,255.3359793,0.170767815,0.49496242,0.493313735,0.490866868,0.00432242,0.493058201,0.493313735,0.494750824,0.503331723,0.040853746,0.27535044,0.275415008,0.273844044,0.000663063,0.274852935,0.275415008,0.275918508,0.275067648,0.008784453,30.05998994,30.05775691,29.97350322,0.047249448,30.03660856,30.05775691,30.09294831,30.10855952,0.005931739,20.66581921,20.65962444,20.60823385,0.041736085,20.64225262,20.65962444,20.68323835,20.74795735,0.008927227,19.76606816,19.76851423,19.72361776,0.022557771,19.75481219,19.76851423,19.78176048,19.791277,0.004251137,253.7527846,254.416601,243.85437,3.129058285,252.48024,254.416601,256.052293,250.582325,0.057417301,41.87177142,42.143405,36.328472,1.257423917,41.624046,42.143405,42.49183,40.2580455,0.181119732,28.31884232,28.28638713,28.20863467,0.114665595,28.25898102,28.28638713,28.33842243,28.54546472,0.017692384,0.660053918,0.65955504,0.658350166,0.001765861,0.659130686,0.65955504,0.660359735,0.663541676,0.011683723,22.45873411,22.43548238,22.35168095,0.089560367,22.41048711,22.43548238,22.48777757,22.63733343,0.017749479,379.1135252,380.2189942,363.3699909,4.982129922,377.3519892,380.2189942,382.640043,373.4138051,0.059955583
No,570,550,560,-20,0.035087719,,624.2186243,625.6447235,588.619577,9.951475528,622.127277,625.6447235,630.6022888,597.673435,0.078688016,8188.049242,8192.034051,8099.954584,65.76482148,8132.277269,8192.034051,8227.500635,8223.198663,0.030103404,0.060896924,0.060889198,0.060843453,5.56E-05,0.060858622,0.060889198,0.060933554,0.060956596,0.004734847,2.301355816,2.297177,2.297177,0.008852404,2.297177,2.297177,2.297177,2.3085195,0.009857233,56.02798768,57.2798065,46.158118,3.148203879,56.303895,57.2798065,57.617923,46.823686,0.211782459,448.2015074,447.8390435,442.679692,3.823343213,444.927116,447.8390435,450.4235312,450.5724845,0.033448279,176.0171145,179.9498193,145.0100044,9.890374178,176.8839029,179.9498193,181.0120436,147.100948,0.211782459,0.745780226,0.742720185,0.735405547,0.010647813,0.742165068,0.742720185,0.74422697,0.776045793,0.061380747,0.265104258,0.265026494,0.264089936,0.000537577,0.264828188,0.265026494,0.265199723,0.266324434,0.011668238,29.36514553,29.35390698,29.2470963,0.072266914,29.32693525,29.35390698,29.37780617,29.53568265,0.013364306,20.93557864,20.91782604,20.83418022,0.075060562,20.9064021,20.91782604,20.93046114,21.13817933,0.01806097,20.24881723,20.24458534,20.16088983,0.033874798,20.23505333,20.24458534,20.26061457,20.30887733,0.010862066,121.5609617,121.8064915,114.9083,1.802314765,121.1344618,121.8064915,122.7471135,116.9806705,0.075332005,18.64056761,18.95451,15.169177,0.921144037,18.78505225,18.95451,19.0336925,16.1068815,0.225294749,28.29796654,28.22929678,28.14185885,0.218977314,28.21121225,28.22929678,28.24488513,28.92672147,0.031314669,0.659722569,0.658670641,0.657313019,0.003357979,0.658390156,0.658670641,0.658912282,0.669364177,0.020591329,20.19416421,20.1471717,20.05941239,0.162935327,20.13034547,20.1471717,20.16173156,20.65743226,0.034430246,198.6949593,199.1489007,187.3634306,3.167653043,198.0292627,199.1489007,200.7269428,190.2453631,0.078688016
No,850,820,835,-30,0.035294118,,908.2488901,904.096008,869.232374,12.46057764,899.6355132,904.096008,920.8529005,884.5510135,0.06544744,10827.57169,10796.55924,10655.11213,110.4125621,10729.21145,10796.55924,10943.55543,10884.24245,0.036602843,0.071543343,0.071578684,0.070856141,0.00032871,0.071362216,0.071578684,0.071824209,0.071760361,0.017609639,2.315796971,2.315708,2.315708,0.000197015,2.315708,2.315708,2.315708,2.315708,0.000224113,67.29619526,68.0867775,57.282816,2.810117988,67.2233195,68.0867775,68.86208425,57.9063075,0.178228635,696.8316543,694.7360935,679.142106,9.929591477,689.3070498,694.7360935,707.0744838,702.6329795,0.052883299,211.4172326,213.90092,179.9592739,8.828246027,211.1882867,213.90092,216.336618,181.9180302,0.178228635,0.747916682,0.745667551,0.744169708,0.006840863,0.745122289,0.745667551,0.746525577,0.770488328,0.037357624,0.281972961,0.28179672,0.280732463,0.000731148,0.281378514,0.28179672,0.282684995,0.282653973,0.010242645,31.32876186,31.30556508,31.18974178,0.086626066,31.2664511,31.30556508,31.38855769,31.48413223,0.01252579,22.03401388,22.01422379,21.94306387,0.067788409,21.99751152,22.01422379,22.05998036,22.21171085,0.014508698,21.21188873,21.20144657,21.14567907,0.040711697,21.18132248,21.20144657,21.24291842,21.27714682,0.008501907,176.8100783,175.8656455,169.602855,2.358254328,175.135918,175.8656455,179.190042,172.7034505,0.063031944,27.20654839,27.5918125,22.089637,1.23392776,27.104674,27.5918125,27.84300475,23.011422,0.229481627,30.11626837,30.07559498,29.92755932,0.184825161,30.03959274,30.07559498,30.12374964,30.68197831,0.02777942,0.687039953,0.686455337,0.684290013,0.002671556,0.685929736,0.686455337,0.687157342,0.695209111,0.017602225,22.34479507,22.31006565,22.15309387,0.157844773,22.27546282,22.31006565,22.37472206,22.80054554,0.032958335,289.1046008,287.7826974,276.685258,3.96632505,286.3628778,287.7826974,293.116582,281.5613324,0.06544744
No,1040,1020,1030,-20,0.019230769,,1129.079705,1125.575203,1076.417877,17.07416227,1116.71687,1125.575203,1143.612801,1093.606193,0.070687563,7704.868274,7708.114405,7554.625133,97.24428942,7613.666536,7708.114405,7791.38002,7663.660116,0.039831902,0.138584479,0.138593907,0.138206569,0.000239093,0.138369418,0.138593907,0.13880222,0.138491959,0.005853207,2.742356696,2.741858,2.741858,0.003260164,2.741858,2.741858,2.741858,2.741858,0.009409425,83.66475486,84.782354,72.966186,3.284042236,83.391673,84.782354,85.587121,74.050465,0.158044795,866.2391217,867.046962,847.18784,12.28755363,854.975131,867.046962,876.630672,860.9697935,0.045291642,262.8405792,266.3516205,229.2300339,10.31712296,261.9826673,266.3516205,268.8798706,232.6363968,0.158044795,0.496952046,0.495276898,0.491777564,0.00523943,0.494745449,0.495276898,0.495867316,0.511445097,0.043001097,0.271897176,0.271968552,0.270108352,0.000918082,0.271070643,0.271968552,0.272683124,0.271145343,0.0121944,29.79058249,29.78207772,29.6637694,0.087251703,29.71042167,29.78207772,29.85788283,29.84958264,0.011158678,20.56624112,20.55742525,20.48048614,0.066809169,20.51514285,20.55742525,20.58880881,20.69508855,0.014174879,19.67213282,19.66902439,19.610192,0.042341322,19.63354891,19.66902439,19.70683562,19.69786624,0.008145823,240.0312353,239.186901,229.927426,3.416047731,237.551285,239.186901,242.978572,234.0492,0.065258898,38.77868555,38.911175,34.135174,0.952054841,38.642772,38.911175,39.342281,35.903484,0.153402698,28.11739878,28.07429014,27.93325996,0.159759526,28.02113342,28.07429014,28.13510709,28.50062172,0.024587794,0.656926388,0.656261332,0.654059032,0.002472627,0.65543239,0.656261332,0.657208031,0.662858763,0.016291808,22.28423507,22.25563387,22.12648609,0.131298811,22.1988115,22.25563387,22.31676288,22.5752203,0.025709707,359.3972323,358.2817148,342.6344519,5.43487465,355.4620198,358.2817148,364.0232605,348.1056628,0.070687563
Yes,1510,1460,1485,-50,0.033112583,,1608.660375,1611.792059,1565.39375,26.20499581,1583.142958,1611.792059,1629.502862,1594.250271,0.052102992,10369.48763,10375.25649,10116.2494,150.1997269,10241.67145,10375.25649,10501.07905,10365.88431,0.048147975,0.151362154,0.151337086,0.150291952,0.000598252,0.150838612,0.151337086,0.151861364,0.15129284,0.014189791,2.732356677,2.734438,2.734438,0.003524539,2.72648,2.734438,2.734438,2.730459,0.002912504,105.6025848,106.462374,97.611535,2.503163228,104.451377,106.462374,107.308178,101.297309,0.099423381,1276.900065,1276.543952,1237.099414,23.29118771,1257.372861,1276.543952,1297.169646,1276.015384,0.060953823,331.7603047,334.461412,306.6556813,7.863919209,328.1436786,334.461412,337.1185837,318.2348818,0.099423381,0.505127865,0.503793154,0.503000401,0.003255271,0.503518505,0.503793154,0.505796106,0.510159169,0.029119795,0.300799102,0.300849975,0.29806405,0.001637094,0.299172826,0.300849975,0.302304835,0.300415103,0.017370383,31.86914734,31.85821595,31.68399751,0.113587533,31.79497655,31.85821595,31.95601902,31.89773063,0.013413169,21.61324436,21.60777161,21.51349145,0.068789873,21.56877029,21.60777161,21.65378938,21.662699,0.013807048,20.65975255,20.65253968,20.57185416,0.056028886,20.6230859,20.65253968,20.70497608,20.67495331,0.009980676,342.5343609,343.096262,332.672894,5.641521612,337.090128,343.096262,347.439144,340.439911,0.053411237,55.63572494,55.774485,53.526675,1.008140434,54.733883,55.774485,56.417845,54.2839185,0.067687803,29.70202781,29.67847647,29.53652094,0.132409057,29.61820613,29.67847647,29.76006551,29.84686741,0.021085491,0.680965859,0.680622018,0.678517761,0.001947894,0.679729835,0.680622018,0.681826902,0.683081134,0.013522048,24.06686951,24.04899428,23.89263443,0.12624177,23.98459635,24.04899428,24.12119441,24.18218805,0.024147941,512.0525008,513.0493469,498.2803064,8.341309234,503.9300548,513.0493469,518.6868705,507.4656222,0.052102992
No,590,640,615,50,0.084745763,,725.7292573,740.065706,622.616158,35.84160848,706.678509,740.065706,754.250365,641.6989425,0.188922375,10012.00172,10234.51855,9175.401583,381.5310457,9738.310755,10234.51855,10328.92301,9332.212389,0.120103889,0.058573781,0.058789342,0.056887338,0.000731555,0.058064361,0.058789342,0.059200227,0.057801905,0.043917426,2.33827942,2.338487,2.338487,0.002583899,2.338487,2.338487,2.338487,2.327083,0.010039006,62.54622232,63.997905,48.230687,3.915728654,61.824005,63.997905,64.791397,49.2912915,0.273911347,529.2345018,541.112373,470.816195,26.22895787,510.08293,541.112373,551.364532,486.8457805,0.16127635,196.4947526,201.0553482,151.521172,12.30162437,194.2258399,201.0553482,203.5481768,154.8531593,0.273911347,0.763791259,0.761991564,0.755651664,0.009011929,0.759272567,0.761991564,0.763105203,0.794714883,0.053002943,0.272716345,0.27367763,0.268569138,0.001954821,0.271122741,0.27367763,0.274329771,0.270622554,0.02343312,30.27590774,30.38291874,29.77576177,0.231344299,30.08525554,30.38291874,30.46400055,30.05787555,0.026018427,21.38258497,21.43488996,21.09422795,0.127665139,21.2894988,21.43488996,21.47784849,21.39413617,0.022720126,20.69893432,20.75878613,20.4392006,0.121343927,20.60262492,20.75878613,20.7968783,20.57794185,0.019406771,140.2654326,143.202172,120.885903,6.86824172,136.460271,143.202172,145.822945,124.529038,0.185791763,20.13314948,20.619274,15.246726,1.390406361,19.647767,20.619274,21.016163,16.0473405,0.318618456,29.06380815,29.14468002,28.58764613,0.226711227,28.89677448,29.14468002,29.20276022,29.38700731,0.032261611,0.671425787,0.672657374,0.664195354,0.003425899,0.668910346,0.672657374,0.673530836,0.676285878,0.021082776,20.78328678,20.84792766,20.28074693,0.225199541,20.64024872,20.84792766,20.94256729,20.92401555,0.042243565,231.0067973,235.5702306,198.1848784,11.40873831,224.9427558,235.5702306,240.0853478,204.2591174,0.188922375
No,440,440,440,0,0,,535.2245378,533.550121,467.258452,23.18640719,530.7908393,533.550121,552.7416795,517.5416565,0.187895737,7290.154256,7235.350005,6833.463882,241.3614315,7201.91913,7235.350005,7496.991538,7243.276503,0.112429067,0.057670711,0.057676346,0.057016406,0.000499605,0.057271,0.057676346,0.058036448,0.057734358,0.028390864,2.315140743,2.315144,2.315144,2.91E-05,2.315144,2.315144,2.315144,2.3152235,0.000105825,49.40012247,50.291139,36.859143,3.22993836,49.24393975,50.291139,51.14119675,44.3773935,0.306504058,380.0294737,376.17827,351.192439,15.83846844,373.667551,376.17827,393.2895062,378.125961,0.141744385,155.1950618,157.9942728,115.7964129,10.14715062,154.7043994,157.9942728,160.664808,139.4156934,0.306504058,0.742017677,0.737973912,0.732512882,0.010862535,0.736371624,0.737973912,0.743266045,0.762044099,0.066397672,0.259534903,0.259106721,0.256905223,0.001309838,0.25888083,0.259106721,0.260851654,0.260335344,0.017641068,28.60122017,28.52992924,28.23019877,0.188088884,28.50760282,28.52992924,28.78099524,28.67367322,0.022888761,20.49778101,20.48213147,20.26487831,0.117830114,20.43008445,20.48213147,20.62400605,20.61026879,0.019150411,19.81122692,19.77643649,19.60757642,0.104253097,19.76375826,19.77643649,19.90135209,19.83448317,0.018238823,103.250195,102.9040155,90.803737,4.406165615,102.334994,102.9040155,106.6424645,100.194921,0.181704877,15.22123099,15.164307,15.076904,0.872476129,14.9021,15.164307,15.7708105,14.3661865,0.295072521,27.69639896,27.66321503,27.29697568,0.236931337,27.54761173,27.66321503,27.89141461,28.06111076,0.033373547,0.650324902,0.649814922,0.644002346,0.003730246,0.647987233,0.649814922,0.653403712,0.656050842,0.022364713,19.46064375,19.45683367,19.07414958,0.20937414,19.32887139,19.45683367,19.68450631,19.72156729,0.035580176,170.3672617,169.8342783,148.7329847,7.380462633,168.9559716,169.8342783,175.9431411,164.7386258,0.187895737
Yes,1000,910,955,-90,0.09,,1094.14553,1101.237109,841.785848,35.05671902,1085.461137,1101.237109,1109.848385,960.656066,0.257657907,7458.738398,7500.724288,5888.40474,222.4722826,7404.723399,7500.724288,7562.509818,6646.645978,0.235799963,0.136265192,0.136264296,0.13536985,0.000503585,0.135956217,0.136264296,0.136515519,0.135596718,0.013516654,2.692669111,2.685478,2.685478,0.011710435,2.685478,2.685478,2.710982,2.685478,0.012323831,81.34409214,81.796303,57.940417,3.187563606,80.96211725,81.796303,82.847123,69.0544325,0.318734395,838.5955242,846.0647965,659.760657,25.99603466,829.4378312,846.0647965,851.0657525,743.715166,0.23904572,255.5500023,256.9706646,182.0251884,10.01402641,254.3499928,256.9706646,260.271913,216.9408978,0.318734395,0.500974523,0.501953356,0.49487064,0.003781638,0.498109558,0.501953356,0.502462167,0.505262705,0.030720233,0.270215804,0.270858694,0.255921024,0.002125649,0.269477801,0.270858694,0.271239418,0.262773627,0.059909106,29.66980654,29.72982552,28.44736479,0.188523429,29.58866939,29.72982552,29.77103027,29.0423486,0.046559122,20.56945304,20.60313278,20.09359862,0.094720821,20.5027887,20.60313278,20.62220522,20.33063939,0.029523068,19.66523345,19.70266985,19.03527767,0.103032872,19.60456688,19.70266985,19.7246242,19.3478679,0.036626372,229.2503557,230.8242775,177.579201,7.190064283,227.6884998,230.8242775,232.5468245,202.297006,0.251755457,36.43102894,36.632486,26.917164,1.419078364,36.016632,36.632486,37.0833595,32.573881,0.337027126,28.05545714,28.09136857,27.59721799,0.127341399,27.98678583,28.09136857,28.11915062,27.82535411,0.026015613,0.655963888,0.656527362,0.648772313,0.001988179,0.654896028,0.656527362,0.656959822,0.652354725,0.017397921,22.22572342,22.27260151,21.67813067,0.129302711,22.1379241,22.27260151,22.29766883,21.94031001,0.034956886,348.2773392,350.534659,267.9487575,11.15890024,345.5130108,350.534659,353.2757132,305.786323,0.257657907
No,1600,1550,1575,-50,0.03125,,1755.392691,1777.071243,1613.780959,50.98485525,1729.193691,1777.071243,1789.568103,1680.729662,0.110238241,11155.34722,11247.31178,10377.21199,267.4117332,11165.34547,11247.31178,11316.05623,10847.74559,0.097764283,0.152318327,0.152718559,0.14945039,0.001130938,0.151666311,0.152718559,0.153091202,0.150916594,0.030814302,2.677495162,2.674663,2.674663,0.003453331,2.674663,2.674663,2.681649,2.681649,0.002609155,111.8565687,113.7839715,102.376704,3.378003788,110.205767,113.7839715,114.285148,104.3155885,0.110058168,1403.995894,1420.136185,1280.859625,43.58395343,1400.901116,1420.136185,1431.251461,1353.01257,0.127916838,351.4077744,357.462889,321.6259012,10.61231188,346.221628,357.462889,359.0373814,327.7170865,0.110058168,0.514092782,0.513521648,0.510576693,0.002785514,0.512506877,0.513521648,0.513773166,0.517887064,0.025839678,0.310235268,0.311449914,0.301656473,0.003048989,0.309384787,0.311449914,0.312209225,0.306200864,0.038751432,32.47535852,32.54196697,31.95759725,0.180921588,32.45874141,32.54196697,32.58302674,32.29334336,0.023426905,21.97412727,22.00937323,21.71799797,0.093459906,21.95332286,22.00937323,22.02499376,21.91964721,0.018485552,21.00244828,21.03542262,20.76053819,0.085383348,20.99185302,21.03542262,21.05490023,20.91383241,0.016833137,368.7862202,373.0554665,338.908341,10.61998945,365.0502955,373.0554665,375.6962313,353.8778695,0.112229307,58.58032468,59.138,53.349459,1.698838747,57.64688275,59.138,59.62048775,55.4043025,0.141741277,30.17181183,30.20656501,29.77981048,0.157562001,30.1200509,30.20656501,30.22796277,30.17523202,0.023064305,0.687850736,0.688361928,0.682117992,0.002293931,0.68710346,0.688361928,0.688672613,0.687886104,0.014734338,24.5857462,24.63393333,24.15320262,0.164637557,24.53345799,24.63393333,24.66057879,24.53617292,0.029571856,558.7588477,565.6593449,513.6824334,16.22898347,550.4194471,565.6593449,569.6372192,534.9928673,0.110238241
No,540,530,535,-10,0.018518519,,603.5261906,613.772463,558.710167,19.41075697,592.301785,613.772463,618.815738,567.3882345,0.109557093,7828.938652,7899.410512,7343.539219,160.0928946,7690.695759,7899.410512,7960.100635,7739.928036,0.087873227,0.060674021,0.06072233,0.060324632,0.000151628,0.060569736,0.06072233,0.06079743,0.060728932,0.009552993,2.315101,2.315101,2.315101,8.94E-16,2.315101,2.315101,2.315101,2.315101,0,55.38007872,57.281235,44.954424,3.919276408,55.476482,57.281235,57.759045,45.26894337,0.23927996,429.545122,434.172596,400.566377,9.784766495,420.947568,434.172596,437.800613,425.1929065,0.096393955,173.9816485,179.9543071,141.2284882,12.31276997,174.2845083,179.9543071,181.4553915,142.2165799,0.23927996,0.730927269,0.726555547,0.712631933,0.012005763,0.726010829,0.726555547,0.727096421,0.764028951,0.075097509,0.262526111,0.262860154,0.259318533,0.000848288,0.261964225,0.262860154,0.263095702,0.263443547,0.019139426,29.04738427,29.09087229,28.62554862,0.110876134,28.97569778,29.09087229,29.12103225,29.16885076,0.022833343,20.72910181,20.73563842,20.4452247,0.085179977,20.67425896,20.73563842,20.75579352,20.92458333,0.026591156,20.05495994,20.0776555,19.83029335,0.059691102,20.01319802,20.0776555,20.09965011,20.09632115,0.016519567,117.0496214,118.919728,108.917411,3.559277123,114.939488,118.919728,119.883807,110.719435,0.103591459,18.09733868,18.392419,15.32809,0.839621986,18.147365,18.392419,18.579745,15.872401,0.190816399,27.97482054,27.93562412,27.44367119,0.225277653,27.85767359,27.93562412,27.96705368,28.59057935,0.045546779,0.654696778,0.654096031,0.646338369,0.003499572,0.652874686,0.654096031,0.654587635,0.664239342,0.030316993,19.90896178,19.89735102,19.44809101,0.168816067,19.81121009,19.89735102,19.93017073,20.35101926,0.051191766,192.108353,195.3698428,177.8429697,6.178635841,188.5355138,195.3698428,196.9751671,180.6052843,0.109557093
