discomfort,ev_lmt_bef,ev_lmt_aft,ev_lmt_fnl,ev_deviation,ev_deviation_per,,ev_mean,ev_median,ev_mode,ev_std,ev_.25,ev_.5,ev_.75,ev_fnl,ev_dev,ls_mean,ls_median,ls_mode,ls_std,ls_.25,ls_.5,ls_.75,ls_fnl,ls_dev,omega_mean,omega_median,omega_mode,omega_std,omega_.25,omega_.5,omega_.75,omega_fnl,omega_dev,pos_mean,pos_median,pos_mode,pos_std,pos_.25,pos_.5,pos_.75,pos_fnl,pos_dev,lb_mean,lb_median,lb_mode,lb_std,lb_.25,lb_.5,lb_.75,lb_fnl,lb_dev,edir_mean,edir_median,edir_mode,edir_std,edir_.25,edir_.5,edir_.75,edir_fnl,edir_dev,eindir_mean,eindir_median,eindir_mode,eindir_std,eindir_.25,eindir_.5,eindir_.75,eindir_fnl,eindir_dev,log_gc_mean,log_gc_median,log_gc_mode,log_gc_std,log_gc_.25,log_gc_.5,log_gc_.75,log_gc_fnl,log_gc_dev,dgp_mean,dgp_median,dgp_mode,dgp_std,dgp_.25,dgp_.5,dgp_.75,dgp_fnl,dgp_dev,cgi_mean,cgi_median,cgi_mode,cgi_std,cgi_.25,cgi_.5,cgi_.75,cgi_fnl,cgi_dev,dgi_mean,dgi_median,dgi_mode,dgi_std,dgi_.25,dgi_.5,dgi_.75,dgi_fnl,dgi_dev,dgi_mod_mean,dgi_mod_median,dgi_mod_mode,dgi_mod_std,dgi_mod_.25,dgi_mod_.5,dgi_mod_.75,dgi_mod_fnl,dgi_mod_dev,av_lum_mean,av_lum_median,av_lum_mode,av_lum_std,av_lum_.25,av_lum_.5,av_lum_.75,av_lum_fnl,av_lum_dev,med_lum_mean,med_lum_median,med_lum_mode,med_lum_std,med_lum_.25,med_lum_.5,med_lum_.75,med_lum_fnl,med_lum_dev,ugr_mean,ugr_median,ugr_mode,ugr_std,ugr_.25,ugr_.5,ugr_.75,ugr_fnl,ugr_dev,ugp_mean,ugp_median,ugp_mode,ugp_std,ugp_.25,ugp_.5,ugp_.75,ugp_fnl,ugp_dev,ugr_exp_mean,ugr_exp_median,ugr_exp_mode,ugr_exp_std,ugr_exp_.25,ugr_exp_.5,ugr_exp_.75,ugr_exp_fnl,ugr_exp_dev,av_lum_cie_mean,av_lum_cie_median,av_lum_cie_mode,av_lum_cie_std,av_lum_cie_.25,av_lum_cie_.5,av_lum_cie_.75,av_lum_cie_fnl,av_lum_cie_dev
No,545,540,542.5,-5,0.009174312,,673.9137883,677.353262,650.409223,7.359358903,672.0612005,677.353262,678.424872,654.4487755,0.045169438,10405.00327,10419.26598,10351.20127,31.98014562,10370.40159,10419.26598,10430.52711,10405.73947,0.011081963,0.0631752,0.063180283,0.063122431,3.87E-05,0.063151282,0.063180283,0.063210539,0.063137139,0.002415201,3.169429,3.169429,3.169429,1.34E-15,3.169429,3.169429,3.169429,3.169429,0,50.40143809,51.30570234,43.77386209,2.1449608,50.42439877,51.30570234,51.37877314,44.29241522,0.178866043,520.3056956,520.922734,517.311281,1.712792567,518.530531,520.922734,521.6121493,520.039184,0.011884463,158.3407876,161.1816176,137.5196436,6.738593093,158.4129208,161.1816176,161.4111762,139.1487263,0.178866043,0.652879558,0.650377201,0.645463418,0.006403544,0.650191202,0.650377201,0.652110651,0.671294527,0.041720756,0.259493083,0.259507031,0.259162411,0.000224644,0.259326338,0.259507031,0.259549727,0.260040981,0.004084023,28.92220879,28.91857575,28.86788902,0.03673877,28.90263033,28.91857575,28.92463423,29.02132107,0.006058538,19.77670306,19.76658948,19.72268074,0.039820718,19.76065595,19.76658948,19.76994898,19.89085219,0.009311367,19.00358354,19.00437288,18.98127421,0.014678205,18.99303242,19.00437288,19.00713394,19.03948283,0.003697614,147.0942252,147.656786,142.509032,1.349848535,146.7217313,147.656786,147.931128,143.703256,0.041205003,19.5781745,19.688861,18.053707,0.307518836,19.57167775,19.688861,19.72634575,18.947956,0.100982602,28.23181454,28.18215158,28.04898158,0.153234439,28.17085761,28.18215158,28.19625452,28.67579845,0.023852234,0.658703991,0.657939098,0.655866835,0.002361888,0.65776369,0.657939098,0.658158045,0.665544649,0.015772269,19.5618018,19.52543357,19.41851431,0.117947698,19.5159811,19.52543357,19.53153962,19.90389989,0.026874131,214.5134213,215.6082397,207.0316857,2.342556695,213.9237242,215.6082397,215.9493438,208.3175152,0.045169438
No,356,373,364.5,17,0.047752809,,448.0769369,451.143137,429.240749,7.43566143,450.244683,451.143137,451.90506,435.721088,0.054803519,7250.998867,7250.52003,7139.169204,30.86728584,7241.4539,7250.52003,7264.417369,7229.490833,0.026136368,0.055934464,0.05596176,0.055542755,9.76E-05,0.055917768,0.05596176,0.055990023,0.055607245,0.009029674,3.173981,3.173981,3.173981,1.79E-15,3.173981,3.173981,3.173981,3.173981,0,41.75784486,42.8370306,35.49046333,2.315501048,42.24781019,42.8370306,42.91049764,38.70184361,0.18237298,322.02177,322.244908,315.683442,1.510639899,321.706741,322.244908,322.751543,319.2133045,0.028758087,131.1861386,134.5765006,111.4965789,7.274361082,132.7254101,134.5765006,134.8073041,121.5854276,0.18237298,0.624958635,0.620208092,0.618646024,0.010624459,0.619732471,0.620208092,0.623180287,0.638373996,0.055731581,0.243673319,0.243456428,0.243102535,0.000570034,0.243386381,0.243456428,0.243618535,0.244179561,0.008839912,26.64726586,26.62448147,26.55524309,0.065333079,26.61467308,26.62448147,26.64571977,26.69072032,0.01018479,18.42699377,18.40026395,18.37037675,0.06667627,18.39356236,18.40026395,18.41979068,18.487388,0.013110874,17.77907649,17.7708784,17.72721461,0.027410146,17.76591658,17.7708784,17.78003359,17.79101736,0.007177284,98.65179223,99.237582,95.074627,1.363918989,99.145173,99.237582,99.331829,96.3674935,0.045644959,13.46054056,13.503662,13.503662,0.236044849,13.503662,13.503662,13.591064,13.088672,0.083148964,25.94538234,25.85463516,25.8123863,0.21002052,25.84435103,25.85463516,25.9096328,26.17049672,0.027521156,0.621983449,0.620485008,0.61978131,0.003465352,0.620313792,0.620485008,0.621399801,0.625695008,0.018940226,17.11185112,17.04975347,17.00918358,0.149975122,17.03839295,17.04975347,17.08965457,17.25065106,0.03083724,142.6273188,143.6033206,136.631574,2.366844543,143.3173338,143.6033206,143.8458482,138.6943299,0.054803519
No,318,355,336.5,37,0.116352201,,437.4499185,441.741641,373.719291,23.22967535,422.658552,441.741641,455.3046328,409.6644805,0.222504387,4524.643212,4542.861384,4133.49945,218.7232742,4332.672772,4542.861384,4722.117721,4491.023295,0.158038879,0.104323832,0.104460238,0.10043997,0.001802529,0.102817781,0.104460238,0.105852059,0.104154648,0.064171864,4.867005346,4.865995,4.865995,0.021875188,4.865995,4.865995,4.865995,4.866144,0.02109408,45.79496094,46.702008,35.993172,2.84204576,46.3265605,46.702008,47.026216,37.664478,0.254953531,293.5808035,294.8669245,258.937233,19.70602912,276.372487,294.8669245,311.0946428,291.3380315,0.220728318,143.8691128,146.7186852,113.0758847,8.928550081,145.5391821,146.7186852,147.7372147,118.3264474,0.254953531,0.309514379,0.307450614,0.294244358,0.009975237,0.302781759,0.307450614,0.315864667,0.333722688,0.15392904,0.21409173,0.214133711,0.210800448,0.001797775,0.212473824,0.214133711,0.21588531,0.214683048,0.031491743,22.52142901,22.52486559,21.91867896,0.332064739,22.21901564,22.52486559,22.84499586,22.67505714,0.05712069,14.72438964,14.71317791,14.28005702,0.235592118,14.55516057,14.71317791,14.94332875,14.93040375,0.06863911,14.15975507,14.16776861,13.77583724,0.19237429,13.99592056,14.16776861,14.34950398,14.21386796,0.053309622,114.4534466,115.519955,99.39477,5.990446477,110.2406525,115.519955,119.0728028,108.6619925,0.212851519,16.07938242,16.254338,13.1573,1.043342916,15.3974085,16.254338,16.8946485,14.949753,0.292322235,21.53608007,21.54240384,20.84691244,0.424948102,21.22414859,21.54240384,21.8718855,22.13821996,0.08732171,0.544445875,0.544596267,0.531652036,0.007835968,0.538694844,0.544596267,0.550665963,0.555474122,0.06351183,14.2571429,14.22774819,13.57366375,0.398675962,13.97538508,14.22774819,14.60749401,14.65578338,0.119227313,139.2446338,140.6107315,118.958545,7.394235316,134.5363956,140.6107315,144.9279658,130.4002542,0.222504387
No,215,246,230.5,31,0.144186047,,293.7760523,295.919441,256.618673,13.03839151,288.4544335,295.919441,303.396259,270.9276495,0.194127437,5231.497806,5224.554893,5018.735177,140.9056704,5099.403103,5224.554893,5357.389825,5244.270497,0.086222083,0.04770696,0.047738555,0.046383175,0.000772503,0.047038274,0.047738555,0.048399788,0.047666842,0.054320426,3.451069343,3.451713,3.451713,0.002995361,3.451713,3.451713,3.451713,3.4445255,0.004165376,33.32104431,34.76126226,25.46318744,3.325951173,34.27223615,34.76126226,34.88732738,25.85779866,0.349875449,189.4927542,189.327046,176.606721,8.3188531,181.7695855,189.327046,196.868568,190.1556855,0.143002455,104.681148,109.2057261,79.99496259,10.44878377,107.6694053,109.2057261,109.6017714,81.23467032,0.349875449,0.563923159,0.553923139,0.54609394,0.023038372,0.550670931,0.553923139,0.563292246,0.614844018,0.135308185,0.2290128,0.228530591,0.227026047,0.001759606,0.227764511,0.228530591,0.229751342,0.232346134,0.029521886,24.10034418,24.07971632,23.78595114,0.231654476,23.92677601,24.07971632,24.21856266,24.4083576,0.037927356,16.57079772,16.53831622,16.32764941,0.19246147,16.4285055,16.53831622,16.67653684,16.88287174,0.046159724,16.06354812,16.03873934,15.88982628,0.123456108,15.97327597,16.03873934,16.14085534,16.19197368,0.029988863,65.22250672,65.559024,57.520779,2.721409157,63.920461,65.559024,67.2463865,60.808759,0.182405025,7.898337313,7.924925,6.741065,0.410471949,7.739018,7.924925,8.207124,7.2347135,0.23299676,23.33766385,23.19712935,22.84712083,0.460276587,23.02245767,23.19712935,23.49575598,24.22199711,0.075345821,0.577105948,0.574649142,0.568383939,0.008112782,0.571528827,0.574649142,0.57995417,0.592667336,0.053627151,14.16978457,14.10403588,13.72814545,0.362090446,13.90655054,14.10403588,14.36835041,14.76498748,0.102054347,93.51182177,94.19408358,81.6842606,4.150248918,91.8178979,94.19408358,96.57402867,86.23894928,0.194127437
No,678,704,691,26,0.038348083,,829.8197104,831.37801,768.191545,23.93472654,812.9865653,831.37801,846.2953112,806.394156,0.120650968,8034.168407,8017.988963,7718.346944,194.6779075,7869.531452,8017.988963,8193.492186,8035.010545,0.078829217,0.127157088,0.127192577,0.125681404,0.000719164,0.126614365,0.127192577,0.127743929,0.127054549,0.020140092,4.8420135,4.850079,4.850079,0.012424225,4.823194,4.850079,4.850079,4.8366365,0.005552442,60.15927933,60.804891,50.334453,2.483555776,59.9787475,60.804891,61.4400065,52.72991,0.201024616,640.8237578,639.6468285,608.977647,19.67273678,624.3241555,639.6468285,656.750293,640.738255,0.099124315,188.99595,191.0241989,158.1303478,7.80232058,188.4287925,191.0241989,193.0194731,165.6558979,0.201024616,0.346039356,0.343773725,0.34183112,0.004707093,0.343391154,0.343773725,0.347531286,0.359340705,0.059782641,0.24047683,0.240331182,0.237995257,0.001473356,0.239248774,0.240331182,0.241687712,0.240322814,0.020397076,26.27461522,26.24103272,26.0225902,0.168474433,26.13403511,26.24103272,26.39258143,26.37695188,0.0238394,16.98541198,16.96464724,16.83103812,0.103383196,16.90850676,16.96464724,17.0458719,17.11553332,0.026032446,16.16413331,16.14290299,16.03441764,0.090954634,16.08920466,16.14290299,16.23190816,16.20732099,0.019687316,218.0431103,218.34413,204.410745,6.076499386,213.233503,218.34413,222.6813365,214.73896,0.111123273,30.38954137,30.3769955,27.022819,1.088586223,29.34156675,30.3769955,31.1121445,30.0077215,0.172548014,25.30358402,25.25369976,25.01503754,0.201616686,25.16103427,25.25369976,25.43535393,25.76109796,0.039897391,0.611232424,0.610397936,0.606345766,0.003397637,0.608827684,0.610397936,0.613464596,0.618909767,0.027749661,18.25477263,18.2179202,17.96933714,0.189681107,18.11405801,18.2179202,18.3633445,18.61235014,0.050344325,264.1398176,264.6358397,244.5229633,7.61866008,258.7816611,264.6358397,269.3841642,256.683232,0.120650968
No,423,450,436.5,27,0.063829787,,529.4768412,534.837484,482.707792,16.87112735,524.9483035,534.837484,541.553498,513.968567,0.121325129,8907.997954,8945.610136,8572.768977,171.1327049,8773.038188,8945.610136,9055.147717,8870.553643,0.066857821,0.057982538,0.057989876,0.057572911,0.000234235,0.057811324,0.057989876,0.058161692,0.057987217,0.014049159,3.422674921,3.427845,3.427845,0.01473701,3.427845,3.427845,3.427845,3.4185365,0.013590248,43.48558653,44.61751255,34.1295643,3.121282036,44.02985434,44.61751255,44.94758079,39.05969646,0.258573763,394.3556838,396.055929,376.467131,9.357614015,387.104942,396.055929,402.3125325,392.740134,0.082529573,136.6139992,140.1700497,107.2211885,9.805796715,138.3238669,140.1700497,141.2069896,122.7096554,0.258573763,0.619977286,0.614842166,0.609571909,0.010544679,0.614035032,0.614842166,0.623924678,0.637039476,0.064684599,0.247994205,0.247890972,0.246312461,0.000883323,0.247459094,0.247890972,0.248333767,0.248650179,0.014257187,27.39117514,27.37900137,27.1580108,0.123728002,27.31105575,27.37900137,27.44800635,27.46923559,0.017740635,18.67791802,18.66290373,18.51477825,0.088094024,18.61841718,18.66290373,18.71360967,18.77399453,0.020043152,17.96289433,17.95597395,17.82318999,0.079462123,17.90316923,17.95597395,17.99398012,17.99171848,0.016185316,117.3681596,118.385082,107.940507,3.49247613,116.2600425,118.385082,119.7911875,114.346967,0.113981876,14.671841,14.814504,12.684824,0.597457576,14.440591,14.814504,15.0379575,14.063058,0.192012986,26.83852505,26.75710147,26.53768516,0.229750197,26.69426372,26.75710147,26.95530593,27.20514364,0.032689491,0.636622428,0.635315833,0.631745525,0.003702877,0.634295692,0.635315833,0.638521189,0.642530731,0.022206975,17.86917422,17.81589374,17.58931551,0.181759676,17.74122252,17.81589374,18.01073871,18.1438317,0.039059759,168.5377131,170.2440587,153.6506623,5.370246626,167.0962347,170.2440587,172.3818323,163.6012761,0.121325129
No,593,580,586.5,-13,0.021922428,,716.9951011,720.78685,686.727958,9.418304655,718.0419925,720.78685,721.620985,693.302017,0.051450389,11292.01234,11300.21835,11217.16814,30.13314152,11278.03975,11300.21835,11312.12647,11272.16553,0.010393745,0.064190204,0.064193328,0.064179541,0.000104161,0.064127357,0.064193328,0.064268599,0.06420556,0.007785696,3.339422595,3.341645,3.341645,0.006904557,3.341645,3.341645,3.341645,3.3323035,0.009503439,51.48920095,52.62070829,43.48952761,2.729065282,51.87281758,52.62070829,52.84441367,44.19617337,0.18408477,557.6184221,557.921436,552.346502,2.310203331,556.6385835,557.921436,559.272068,556.8288125,0.016007219,161.7580955,165.3128306,136.6263804,8.57361144,162.9632626,165.3128306,166.0156218,138.8463736,0.18408477,0.639187217,0.635376383,0.634606524,0.008168804,0.635048805,0.635376383,0.63799511,0.660630418,0.047052904,0.260764999,0.26070611,0.260291308,0.000240101,0.260629331,0.26070611,0.260857429,0.261342701,0.004252464,29.09261138,29.0782675,29.02944579,0.045121743,29.06728278,29.0782675,29.10080289,29.20994807,0.00637298,19.71016197,19.68992401,19.66597831,0.051614668,19.6814738,19.68992401,19.71007586,19.84683193,0.009816814,18.92923492,18.92265921,18.89727776,0.021047979,18.91743223,18.92265921,18.93277413,18.97862665,0.004941363,158.9525164,159.691702,152.897273,1.847316597,158.994386,159.691702,159.956489,154.558476,0.047989086,20.84017396,21.043097,18.755374,0.57686549,20.7864185,21.043097,21.191077,19.7005305,0.131937094,28.42035899,28.3337526,28.29351244,0.195760447,28.31788813,28.3337526,28.40357126,28.94926178,0.024324403,0.661614807,0.660287573,0.659665307,0.0029971,0.660042343,0.660287573,0.661365345,0.66970618,0.015990151,19.68130905,19.61586515,19.57029743,0.154133419,19.59873819,19.61586515,19.67425439,20.09984562,0.028136135,228.226629,229.4335802,218.5922982,2.997939483,228.5598649,229.4335802,229.6990936,220.6848861,0.051450389
Yes,690,667,678.5,-23,0.033333333,,830.4781014,833.064269,809.319955,7.350325325,829.7664525,833.064269,834.934534,814.5215275,0.037269814,8084.110811,8084.68211,7952.380318,40.46875831,8069.963783,8084.68211,8104.595069,8132.506796,0.024798537,0.125136772,0.125141723,0.124540375,0.000114687,0.125080825,0.125141723,0.12521196,0.124838775,0.006698384,4.775878145,4.776827,4.776827,0.006022046,4.776827,4.776827,4.776827,4.7407705,0.009580646,62.10878855,62.9622875,54.122875,2.254379924,62.58371925,62.9622875,63.112557,56.102951,0.155944436,635.3575848,635.701005,623.675111,3.396998529,634.3784463,635.701005,636.9563248,638.2689055,0.027528374,195.1205138,197.8018599,170.0320265,7.082343406,196.6125526,197.8018599,198.2739454,176.2526187,0.155944436,0.35137309,0.349596126,0.34828878,0.004407695,0.349375711,0.349596126,0.350512692,0.366138412,0.053061957,0.241005114,0.241009081,0.2401409,0.000264067,0.240922706,0.241009081,0.241144006,0.24142392,0.005712084,26.33929758,26.32982874,26.22346823,0.051348301,26.3180152,26.32982874,26.35574917,26.50001513,0.010811068,17.04289357,17.02835298,16.9692861,0.049119808,17.02301418,17.02835298,17.04270572,17.21165012,0.014265812,16.25172509,16.24788349,16.19398412,0.025710076,16.24101695,16.24788349,16.26093023,16.34885183,0.009740754,218.5840287,218.838222,214.46314,1.372918025,218.1217868,218.838222,219.4266255,217.7038735,0.032311839,30.98410016,30.871864,27.123715,0.956826568,30.69392,30.871864,31.19368125,33.182586,0.23645886,25.27695416,25.22433911,25.12289304,0.146604073,25.21654302,25.22433911,25.25307545,25.71242153,0.026924797,0.610786494,0.609900834,0.608180228,0.00246829,0.609768773,0.609900834,0.610387367,0.618112944,0.018750356,18.20971017,18.16974085,18.07072355,0.115812005,18.16334722,18.16974085,18.19369245,18.55711732,0.030491112,264.3493899,265.1725926,257.6145428,2.339681218,264.1228651,265.1725926,265.7679165,259.2702547,0.037269814
Yes,380,370,375,-10,0.026315789,,477.2373959,480.239393,449.845763,8.792117597,476.2556227,480.239393,483.0904483,453.7594735,0.075000499,7931.218454,7936.349937,7736.594964,52.04538255,7899.573255,7936.349937,7967.964373,7954.354912,0.036010439,0.056022455,0.05603151,0.05581561,9.19E-05,0.055960753,0.05603151,0.056089026,0.055998385,0.007422365,3.34958,3.34958,3.34958,2.24E-15,3.34958,3.34958,3.34958,3.34958,0,43.87951329,45.10705313,35.8453511,2.779202181,44.09966054,45.10705313,45.28018025,36.11598046,0.233744129,342.2085547,342.289317,332.591861,2.640752908,340.4050055,342.289317,344.003566,343.0891485,0.041131166,137.8515566,141.7079867,112.6114917,8.731121153,138.5431696,141.7079867,142.2518816,113.4616989,0.233744129,0.610254301,0.60549458,0.599162741,0.011760864,0.604917669,0.60549458,0.608310861,0.643189708,0.07600367,0.24403518,0.243842414,0.243144843,0.000643369,0.243750959,0.243842414,0.24397628,0.245680496,0.011750211,26.76687577,26.74466088,26.64444113,0.081297566,26.72958545,26.74466088,26.76655244,26.96393536,0.013891249,18.33367454,18.31066797,18.2317489,0.078052434,18.29944766,18.31066797,18.32084517,18.53941761,0.018580304,17.69765304,17.68956053,17.63980522,0.034980791,17.6799222,17.68956053,17.70188264,17.77330108,0.009175169,106.3546363,106.9236805,101.154579,1.672341921,106.1382615,106.9236805,107.5056505,102.0637065,0.064395651,14.31708217,14.4379235,13.225885,0.324121332,14.13322775,14.4379235,14.53048675,13.5278285,0.108131251,26.02934682,25.94178585,25.76325438,0.249522754,25.92453978,25.94178585,25.97879144,26.71690405,0.039595921,0.623371663,0.621933958,0.618961921,0.004098824,0.62164751,0.621933958,0.62254813,0.634662542,0.027191819,17.10326435,17.04449529,16.89241334,0.185229522,17.02574499,17.04449529,17.06617934,17.60594807,0.045534881,151.9093812,152.8649465,143.1903536,2.798617952,151.5968731,152.8649465,153.7724656,144.4361264,0.075000499
Yes,965,984,974.5,19,0.019689119,,1226.350726,1227.004588,1202.976554,9.922513075,1217.766555,1227.004588,1234.680311,1215.837693,0.030957762,11173.89114,11176.76606,11014.49761,87.68511325,11113.37779,11176.76606,11242.713,11169.73206,0.02778521,0.139539765,0.139522775,0.139311187,0.000121157,0.139453806,0.139522775,0.139635455,0.139373016,0.003215696,4.715033077,4.718528,4.718528,0.012200986,4.718528,4.718528,4.718528,4.695811,0.009635988,77.95866451,78.773754,71.049647,2.083901709,78.163555,78.773754,78.978486,74.9709645,0.105897286,981.4363543,981.228091,965.597496,8.429184729,975.203528,981.228091,988.383314,980.3094575,0.02998047,244.9143677,247.4750469,223.2090491,6.546770299,245.5580502,247.4750469,248.1182314,235.5282313,0.105897286,0.3642828,0.363015965,0.361415543,0.003931913,0.362810439,0.363015965,0.363383413,0.369809085,0.046355246,0.265427949,0.265459323,0.264322764,0.000603575,0.264845006,0.265459323,0.265936073,0.265318147,0.00750021,28.62599297,28.62241279,28.52398933,0.070765914,28.58615483,28.62241279,28.65347207,28.67431327,0.010547835,18.26366324,18.25569594,18.20144985,0.055689469,18.23459017,18.25569594,18.27374847,18.32334419,0.013523266,17.39904263,17.39247999,17.34835081,0.040087003,17.37679868,17.39247999,17.41001132,17.4343348,0.009883761,323.5990192,323.703187,316.644404,2.293354249,321.948555,323.703187,325.560413,322.977751,0.031781172,47.35982028,47.330316,44.558778,0.803431939,47.119204,47.330316,47.570811,48.506567,0.107326379,27.20278855,27.17260708,27.06628828,0.134265384,27.14271967,27.17260708,27.19975074,27.3611768,0.02213201,0.642492701,0.642013711,0.640307772,0.002138713,0.641534703,0.642013711,0.642448371,0.645008697,0.014923217,20.36534485,20.34370524,20.24388196,0.115198438,20.3098108,20.34370524,20.37132507,20.49542028,0.025349093,390.3595599,390.5676908,382.91933,3.158434007,387.6271335,390.5676908,393.0109493,387.0131577,0.030957762
Yes,303,393,348,90,0.297029703,,432.0883434,436.472827,303.327697,34.24727063,414.7339908,436.472827,453.9606515,402.0834005,0.402413216,7631.898898,7692.93099,5304.262223,519.372466,7304.609667,7692.93099,7993.628201,7598.718658,0.394143621,0.051650453,0.051676439,0.047205213,0.001222244,0.050747519,0.051676439,0.052618975,0.051537147,0.122743677,3.39782111,3.400478,3.400478,0.0170777,3.387057,3.400478,3.414074,3.3804335,0.017446475,41.06643288,41.82974433,26.852389,3.259695236,41.35402725,41.82974433,42.23068875,31.67398445,0.435897855,303.0765279,305.055627,191.81976,27.51604767,284.1228765,305.055627,322.592392,302.585858,0.497194197,129.0140039,131.4120175,84.35926801,10.24063461,129.9175082,131.4120175,132.6716215,99.50675685,0.435897855,0.610279045,0.612455761,0.560165802,0.015769296,0.598920787,0.612455761,0.616415537,0.655893009,0.162765492,0.241387202,0.241476108,0.229228556,0.002647502,0.239534463,0.241476108,0.243104667,0.243813274,0.070577206,26.28919387,26.33634235,24.17303907,0.441201036,25.9769583,26.33634235,26.58482233,26.53358767,0.108149732,18.00570683,18.01416984,16.63543114,0.288101307,17.80731739,18.01416984,18.19233184,18.27838487,0.106302058,17.39388752,17.42532536,16.16962846,0.258503619,17.21356009,17.42532536,17.55749189,17.4963572,0.093395531,94.43321054,95.219781,65.716982,7.477227779,90.52584025,95.219781,99.29338675,88.451674,0.409787243,11.67844601,11.851735,12.367432,1.095357355,11.186339,11.851735,12.37853025,10.3556085,0.504269146,25.59844372,25.72625142,23.27418486,0.501077061,25.24960394,25.72625142,25.95427509,26.49107152,0.140446122,0.61614791,0.618344043,0.576021606,0.008460532,0.610328599,0.618344043,0.622141306,0.630950082,0.099184662,16.45800443,16.50499908,14.17176246,0.497385309,16.10685051,16.50499908,16.79246847,17.10862482,0.207485661,137.5379914,138.9336159,96.55220471,10.90124482,132.0139294,138.9336159,144.5001633,127.9871214,0.402413216
No,665,750,707.5,85,0.127819549,,830.0685929,834.421203,748.694108,33.19186058,803.3539395,834.421203,856.509218,820.6986095,0.166033009,8775.540181,8765.049067,8189.574071,344.1058078,8486.990406,8765.049067,9042.286655,8790.145063,0.136873851,0.122986736,0.123233556,0.113191586,0.001527677,0.122049546,0.123233556,0.12396136,0.122929849,0.096496237,5.300076311,5.27795,5.27795,0.06083699,5.27795,5.27795,5.341366,5.2086485,0.056160323,60.94612003,61.024503,53.493688,2.103060907,60.2091035,61.024503,62.318454,56.0038645,0.174840154,638.6007069,641.440793,554.825647,29.19423462,613.4883635,641.440793,660.7510595,644.757277,0.209367014,191.4678829,191.7141303,168.0553772,6.606960696,189.1524772,191.7141303,195.7791973,175.9413293,0.174840154,0.336975419,0.335999071,0.33228927,0.004382891,0.335265873,0.335999071,0.337304843,0.350772966,0.066998324,0.23965937,0.239880539,0.234972558,0.001962718,0.237999764,0.239880539,0.241197253,0.240375967,0.033766198,26.13380327,26.18639304,25.57471581,0.219508261,25.97993654,26.18639304,26.29877417,26.31568386,0.038955321,16.59971149,16.62340987,16.28297607,0.115850152,16.5260805,16.62340987,16.68258584,16.80001203,0.034819348,15.83141445,15.85548991,15.60603062,0.099466062,15.76893724,15.85548991,15.90680658,15.96899641,0.026701941,231.3217345,231.83691,205.264852,10.81601896,222.7494575,231.83691,240.0008925,227.9191255,0.192379588,34.79127099,34.588384,30.456551,2.13455206,33.1994435,34.588384,36.5612345,33.614395,0.243540542,25.12371066,25.16647418,24.42788755,0.23278149,24.96026715,25.16647418,25.29298041,25.53885175,0.053785517,0.608181882,0.608919975,0.596267112,0.003953723,0.605412176,0.608919975,0.611062376,0.615192051,0.037752714,17.76958879,17.81540464,16.93412653,0.231962635,17.61106317,17.81540464,17.934186,18.14139493,0.080003266,264.2190393,265.6045182,238.3167363,10.56529736,255.715501,265.6045182,272.6353517,261.236481,0.166033009
Yes,280,313,296.5,33,0.117857143,,372.8833135,374.328188,339.968615,10.78622647,367.313658,374.328188,381.040999,353.6869455,0.12405505,6961.503304,6967.487748,6752.632099,128.4357657,6840.233221,6967.487748,7078.164418,6953.585339,0.057732714,0.052365846,0.052411746,0.051612156,0.000401689,0.05205531,0.052411746,0.052725473,0.052301209,0.026101889,3.699040508,3.70706,3.672311,0.023300485,3.672311,3.70706,3.724391,3.698351,0.014079327,34.3794033,35.1279483,27.52096988,2.150215768,34.88838037,35.1279483,35.27858056,28.45512364,0.274977872,265.2706345,265.507435,253.474074,7.128218536,258.9668585,265.507435,271.664932,264.695538,0.084743624,108.0060808,110.3577043,86.4596768,6.755102061,109.6050795,110.3577043,110.8309295,89.39440737,0.274977872,0.589077084,0.582821004,0.577127991,0.012823286,0.5786177,0.582821004,0.593681975,0.620273835,0.081327247,0.235965527,0.235830536,0.234385704,0.001133209,0.234868956,0.235830536,0.236902798,0.237702562,0.019136511,25.46081988,25.43883829,25.21994381,0.163181544,25.31118833,25.43883829,25.60637663,25.6299969,0.024447312,17.30017908,17.28827091,17.11822292,0.128762739,17.17560508,17.28827091,17.41008319,17.47434605,0.029281627,16.64884231,16.63100568,16.49744067,0.106778986,16.54985724,16.63100568,16.75609549,16.70823633,0.021293002,86.6604237,86.70101,79.291618,2.44324556,85.585051,86.70101,88.6043705,82.6971555,0.12143939,11.4634717,11.47827,9.847502,0.497970402,11.2946735,11.47827,11.823599,10.6283035,0.20129853,25.04566047,24.95555629,24.7120517,0.277201503,24.80769483,24.95555629,25.1841976,25.68412626,0.047370147,0.606849908,0.605331817,0.601164229,0.004700222,0.602804345,0.605331817,0.609220563,0.617631758,0.033039446,15.71500942,15.66556818,15.39888286,0.234673714,15.50274708,15.66556818,15.87353899,16.17352519,0.064855764,118.6924451,119.1523629,108.2153711,3.433362519,116.9195687,119.1523629,121.289117,112.5820514,0.12405505
