discomfort,Glare_diagram,describe,Experiment,participant,ev,edir,eindir,log_gc,dgp,cgi,dgi,dgi_mod,av_lum,med_lum,ugr,ugp,ugr_exp,av_lum_cie,,,,,,,,,,
No,0,Imperceptible,1,33,539.857385,409.864382,129.9929999,0.787968999,0.264025183,29.19075499,20.96783878,20.1060776,105.161519,14.253629,28.81005344,0.667592396,20.36710417,171.8419428,,,,,,,,,,
No,0,Imperceptible,1,33,1746.845766,1418.374641,328.9280647,0.516115565,0.309919255,32.51229943,21.95857862,20.93668791,374.972073,58.684278,30.3943002,0.69107995,24.69449578,556.038277,,,,,,,,,,
No,0,Imperceptible,1,33,1204.444443,930.962792,273.4816472,0.497422959,0.276364316,30.15288189,20.72488842,19.82064004,256.630619,42.495143,28.40296296,0.661355965,22.54605111,383.3865736,,,,,,,,,,
No,1,Noticeable,1,34,589.241665,443.473708,145.7679545,0.770487633,0.26531925,29.41361915,21.0531548,20.22506287,115.273511,15.938111,28.81307096,0.667638317,20.54683883,187.5614473,,,,,,,,,,
No,1,Noticeable,1,34,869.232374,689.273096,179.9592739,0.768816151,0.281601263,31.377067,22.1516348,21.21923489,169.602855,22.089637,30.59074666,0.693905253,22.70251177,276.685258,,,,,,,,,,
No,1,Noticeable,1,34,1076.417877,847.18784,229.2300339,0.503664098,0.269422094,29.67656997,20.56802322,19.56809491,229.927426,34.135174,28.35905893,0.660678497,22.4282934,342.6344519,,,,,,,,,,
Yes,1,Disturbing,1,34,1565.39375,1237.099414,328.2943306,0.497655899,0.297573425,31.62148937,21.45098332,20.50934603,333.440678,54.903054,29.4740128,0.677588001,23.8301263,498.2803064,,,,,,,,,,
No,1,Noticeable,1,35,660.781727,502.875366,157.9063585,0.78888961,0.271207954,30.14865579,21.42966859,20.60737885,128.172173,16.390835,29.45618645,0.677322492,21.03815953,210.3333563,,,,,,,,,,
No,1,Imperceptible,1,35,567.824861,405.059483,162.765375,0.742387398,0.261482482,28.88471619,20.6554591,19.96878082,109.564801,16.337207,27.91675737,0.653800695,19.71905937,180.7442669,,,,,,,,,,
Yes,1,Noticeable,1,35,841.785848,659.760657,182.0251884,0.502646558,0.255555783,28.40104261,20.04727644,18.98895549,177.579201,26.917164,27.5508958,0.648039244,21.63180848,267.9487575,,,,,,,,,,
No,1,Noticeable,1,35,1638.943123,1305.134846,333.8082718,0.509418459,0.302970576,32.03086253,21.74190656,20.77401305,344.187357,55.515905,29.85155875,0.683174105,24.22707643,521.6917989,,,,,,,,,,
No,0,Imperceptible,1,36,561.337684,419.860002,141.4776793,0.762818812,0.262977289,29.10489451,20.88705294,20.06159767,109.507308,15.906493,28.52764992,0.663274793,20.28917474,178.6793343,,,,,,,,,,
No,0,Noticeable,1,36,863.715462,680.242821,183.4726395,0.763643616,0.280802582,31.28140504,22.0907393,21.17657562,168.581985,24.583197,30.43226831,0.691627511,22.55754132,274.9291704,,,,,,,,,,
No,0,Noticeable,1,36,1624.496565,1312.706705,311.7898542,0.516230063,0.302747868,32.09728078,21.8316056,20.80099328,344.572029,55.187618,30.10975412,0.686953432,24.46065443,517.0933167,,,,,,,,,,
No,0,Imperceptible,1,36,1006.166992,758.207268,247.9597224,0.483542878,0.263451239,28.99809847,20.16593019,19.29972124,211.465003,35.969849,27.41063147,0.645813144,21.64636803,320.2729007,,,,,,,,,,
Yes,1,Disturbing,1,37,450.136979,336.35354,113.7834374,0.765888845,0.256731637,28.13658231,20.16590484,19.33649809,90.806156,12.761842,27.87982738,0.653222098,19.18858942,143.2830506,,,,,,,,,,
Yes,1,Noticeable,1,37,810.114078,619.06808,191.0459952,0.390847046,0.243433455,26.76444915,17.73865476,16.91103636,210.222411,36.817173,25.73710213,0.618525312,18.943524,257.86732,,,,,,,,,,
Yes,1,Disturbing,1,37,772.967927,599.224834,173.7430925,0.713447924,0.270867737,30.20744176,20.85018833,20.04595801,166.350985,25.379968,29.40902004,0.676619225,20.92117855,246.0433329,,,,,,,,,,
Yes,1,Disturbing,1,37,1504.201372,1175.72409,328.4772781,0.399104955,0.284934455,30.1483985,19.57154607,18.76067147,374.552097,66.909444,27.98542269,0.65487473,21.77215656,478.8021675,,,,,,,,,,
Yes,1,Disturbing,1,38,944.398081,724.989994,219.4080832,0.396529131,0.251837542,27.61851767,18.31657209,17.48381282,239.060814,42.710907,26.32891624,0.628327206,19.77612957,300.6112457,,,,,,,,,,
Yes,1,Disturbing,1,38,753.463407,583.779044,169.684359,0.69523826,0.268051174,29.89948082,20.70739454,19.88278228,163.083903,28.490278,29.14355677,0.672640465,20.84479782,239.8348513,,,,,,,,,,
Yes,1,Disturbing,1,38,1290.147597,1014.334145,275.8134472,0.397271023,0.272201144,29.30810954,19.13247565,18.27960632,328.805254,59.409081,27.57076663,0.648353837,21.20566879,410.6667348,,,,,,,,,,
Yes,1,Disturbing,1,38,458.257399,309.648235,148.6091606,0.628780601,0.244621769,26.70333674,18.69950261,18.14082371,99.752556,18.747803,25.69371611,0.617800287,17.27709088,145.8678605,,,,,,,,,,
No,0,Imperceptible,1,39,703.092615,532.926213,170.1663987,0.387379641,0.236832988,26.01100344,17.29585963,16.47217319,183.664205,32.24107,25.171798,0.609010282,18.24684203,223.8013303,,,,,,,,,,
No,0,Imperceptible,1,39,445.332274,312.305733,133.0265406,0.656521289,0.246409659,26.91561848,18.72567486,18.09847427,98.660809,16.737549,26.18006844,0.625877417,17.33217697,141.7536655,,,,,,,,,,
No,0,Imperceptible,1,39,715.695208,548.976891,166.7183154,0.697192001,0.266013534,29.65020572,20.34996509,19.58470381,158.828644,26.100421,28.89027584,0.668811711,20.20367471,227.8128602,,,,,,,,,,
No,0,Imperceptible,1,39,1381.34656,1072.203408,309.1431472,0.386323267,0.276549519,29.49748602,19.00722572,18.23255016,359.056741,65.45718,27.47079949,0.646769225,21.00918553,439.6962663,,,,,,,,,,
Yes,1,Disturbing,1,40,888.31789,675.388027,212.9298584,0.381858757,0.247198894,27.09155442,17.80122086,17.0133486,233.241565,41.590422,25.83699819,0.620191348,19.08772376,282.7603665,,,,,,,,,,
Yes,1,Noticeable,1,40,1304.050596,1022.61341,281.4371808,0.386988654,0.272073328,29.22110653,18.89536982,18.07458687,341.166684,61.366682,27.43193221,0.646151817,20.94324811,415.0921968,,,,,,,,,,
Yes,1,Disturbing,1,40,464.023709,317.500051,146.5236552,0.627516658,0.244844221,26.76144058,18.61947049,18.04576993,103.149065,19.03937,25.81083681,0.619755486,17.23788263,147.703334,,,,,,,,,,
Yes,1,Disturbing,1,40,645.949639,468.842759,177.1068774,0.647610295,0.257367869,28.56030361,19.71905959,19.05702275,142.738588,26.969857,27.51022222,0.647394707,19.14693737,205.6121561,,,,,,,,,,
Yes,1,Noticeable,1,41,1053.356687,808.349196,245.0074892,0.394614539,0.258057652,28.15167111,18.3097783,17.54117575,276.414831,48.218588,26.62928963,0.633238891,19.7820267,335.2938471,,,,,,,,,,
Yes,1,Disturbing,1,41,665.989694,505.047418,160.9422743,0.698827517,0.263245961,29.3003612,20.13855076,19.39783743,148.33521,25.421655,28.5614869,0.663794194,19.76142721,211.9911037,,,,,,,,,,
Yes,1,Noticeable,1,41,467.288587,347.878499,119.4100864,0.687630125,0.250554286,27.52616784,19.18586083,18.42289921,103.994396,17.460876,27.18409128,0.642197654,18.27176497,148.7425769,,,,,,,,,,
No,0,Imperceptible,1,41,904.350525,676.152474,228.198049,0.375099276,0.247519489,27.05491281,17.75397182,17.01780742,234.857163,44.31142,25.61964186,0.616560407,18.93052339,287.8637127,,,,,,,,,,
Yes,1,Noticeable,1,42,745.206417,576.204227,169.0021873,0.680608207,0.26622345,29.69455312,20.40027623,19.6018151,166.082004,30.676958,28.93870878,0.669546311,20.48206937,237.2065698,,,,,,,,,,
Yes,1,Noticeable,1,42,848.425509,645.457943,202.9675634,0.380325054,0.244716417,26.84204959,17.66509133,16.86685943,223.345809,41.687394,25.68395216,0.617637,18.90596861,270.0622272,,,,,,,,,,
No,0,Noticeable,1,42,1167.963687,912.014578,255.9491066,0.386965787,0.264082928,28.62565148,18.59973387,17.77548829,306.388689,56.846935,27.04538294,0.639971694,20.46649936,371.7743883,,,,,,,,,,
No,1,Noticeable,1,42,396.554248,268.216065,128.3381817,0.614230019,0.23966405,25.93071983,18.12816793,17.54446297,88.499229,16.883276,25.11066566,0.607972524,16.54209449,126.2271375,,,,,,,,,,
No,0,Imperceptible,1,43,647.713783,488.709677,159.0041032,0.380161272,0.232919604,25.51259582,17.01558153,16.18522339,169.747213,30.751907,24.77608311,0.602262718,17.86992522,206.1737005,,,,,,,,,,
Yes,1,Noticeable,1,43,415.329192,306.281626,109.047565,0.683367959,0.247113002,26.95213158,18.89892412,18.12981673,91.941721,15.881543,26.69068847,0.634237595,17.79127656,132.2033878,,,,,,,,,,
Yes,1,Noticeable,1,43,1222.942773,961.388555,261.5542137,0.401444401,0.268639337,29.07828265,18.93938554,18.0974992,315.657054,56.586451,27.46315147,0.646647794,20.88768999,389.2747749,,,,,,,,,,
No,1,Noticeable,1,43,739.517405,548.232932,191.2844704,0.666559409,0.264599825,29.43725673,20.19202839,19.50925481,163.593594,30.854198,28.31598295,0.660012885,19.87353565,235.395701,,,,,,,,,,
No,0,Imperceptible,1,44,511.369653,375.824094,135.5455576,0.675031373,0.251985279,27.78400783,19.33801078,18.61360315,113.181939,19.463076,27.20210915,0.64248612,18.46635899,162.774016,,,,,,,,,,
Yes,1,Noticeable,1,44,1389.230591,1105.53027,283.7003182,0.394441951,0.277757607,29.69710059,19.20913235,18.34387543,359.925638,66.524178,27.91570785,0.653784261,21.48283483,442.2058313,,,,,,,,,,
No,0,Imperceptible,1,44,712.358045,547.554421,164.8036215,0.686499008,0.264836026,29.5239889,20.37736088,19.58182342,156.915488,26.800418,28.79266792,0.66732773,20.35388199,226.7506082,,,,,,,,,,
Yes,1,Noticeable,1,44,802.681575,588.76453,213.9170411,0.370500965,0.241129397,26.36234473,17.43704426,16.72528219,207.211998,39.625232,25.00549543,0.606183214,18.37477978,255.5014808,,,,,,,,,,
No,0,Imperceptible,1,45,1083.076049,834.762308,248.313739,0.403144023,0.260585185,28.41878005,18.53632817,17.75298254,280.679763,48.551362,26.87705331,0.637257946,20.07749751,344.7538139,,,,,,,,,,
No,0,Imperceptible,1,45,649.539048,492.313924,157.2251198,0.703229859,0.262684443,29.22443176,20.11438287,19.37166973,143.419752,24.037224,28.52414483,0.663220957,19.68060118,206.7547004,,,,,,,,,,
No,0,Imperceptible,1,45,812.696008,624.031721,188.6642847,0.397006996,0.244150498,26.87208921,17.81848623,16.97943758,211.219809,37.759216,25.88400725,0.620973739,19.05609232,258.6891738,,,,,,,,,,
No,0,Imperceptible,1,45,498.773696,354.354069,144.4196238,0.664109313,0.250243251,27.51122091,19.13995069,18.4963489,109.839825,19.079716,26.70857555,0.634528206,17.99743992,158.7645984,,,,,,,,,,
No,1,Noticeable,1,46,1370.498984,1085.627406,284.8715731,0.40021739,0.277188247,29.68980726,19.24816174,18.39576535,353.733323,64.697574,27.89027406,0.653385838,21.44441592,436.2433756,,,,,,,,,,
No,0,Noticeable,1,46,474.403846,346.33417,128.0696729,0.679495823,0.250225222,27.48342797,19.2080885,18.4845036,104.940224,19.32049,26.95694729,0.638547664,18.19846697,151.0074342,,,,,,,,,,
No,1,Noticeable,1,46,827.756976,626.86966,200.8873138,0.385521087,0.24398017,26.78160341,17.71325549,16.91700334,215.738594,40.770638,25.63045574,0.616741572,18.88989874,263.4832288,,,,,,,,,,
No,0,Noticeable,1,46,680.938542,501.259994,179.6785443,0.661421338,0.260689571,28.97603817,19.99071726,19.30273572,149.958682,28.22865,27.94479594,0.654239542,19.56610507,216.7494698,,,,,,,,,,
Yes,1,Noticeable,1,47,937.705901,709.86362,227.8422762,0.399273669,0.251696659,27.5904492,18.01332803,17.27335535,247.074742,43.496152,26.18825569,0.626012438,19.18648763,298.4810586,,,,,,,,,,
Yes,1,Disturbing,1,47,686.399115,519.971245,166.4278689,0.390804816,0.23616751,25.94082371,17.2172025,16.40181466,180.21835,31.035525,25.1391647,0.608456524,18.1021153,218.4876242,,,,,,,,,,
Yes,1,Disturbing,1,47,640.460782,485.494501,154.9662802,0.698322037,0.261701011,29.10890071,19.99901336,19.25852603,143.145768,23.953203,28.43394885,0.661833527,19.56924614,203.8649986,,,,,,,,,,
Yes,1,Disturbing,1,47,461.689404,325.619382,136.0700182,0.65573673,0.2472978,27.07308056,18.79487929,18.1630391,102.900452,17.827496,26.32778035,0.628308551,17.49103646,146.9603016,,,,,,,,,,
Yes,1,Disturbing,1,48,442.608437,320.980128,121.6283084,0.676842235,0.248115232,27.14119426,18.89940862,18.19559362,99.019749,17.174561,26.65865239,0.633716725,17.70650054,140.8866412,,,,,,,,,,
No,0,Noticeable,1,48,779.970092,588.197234,191.7728561,0.381819605,0.240835284,26.43005615,17.40214933,16.62521801,207.169458,37.396486,25.35496084,0.612109346,18.44368448,248.2721912,,,,,,,,,,
No,0,Noticeable,1,48,1147.926129,889.151944,258.7741807,0.389271071,0.263118348,28.547842,18.5008281,17.71252994,303.736076,53.92523,26.92602711,0.638048887,20.23587277,365.3962355,,,,,,,,,,
Yes,1,Disturbing,1,48,621.500245,449.91409,171.5861535,0.65414891,0.256532934,28.44247894,19.56124654,18.9166096,138.928405,25.792702,27.43691595,0.646231025,18.84445193,197.8296722,,,,,,,,,,
No,1,Noticeable,1,49,840.719964,629.745582,210.9743772,0.381979361,0.244415967,26.78913624,17.42435098,16.70648037,227.71375,41.909816,25.51290332,0.61476931,18.40038516,267.6094761,,,,,,,,,,
No,1,Imperceptible,1,49,545.108214,386.788859,158.3193523,0.660962134,0.252674176,27.87701496,19.05360893,18.46570819,124.754458,22.424041,26.93428203,0.638182093,17.87040584,173.5133336,,,,,,,,,,
No,0,Imperceptible,1,49,387.493172,267.51537,119.9778004,0.643602177,0.241828529,26.16487343,18.09400248,17.49581624,89.216337,15.920603,25.50172117,0.614581366,16.40045584,123.3429075,,,,,,,,,,
No,0,Imperceptible,1,49,715.204715,520.510568,194.6941446,0.365930678,0.235574953,25.72466894,16.80290388,16.1313917,194.892883,36.866644,24.51898783,0.597841003,17.43699939,227.6567314,,,,,,,,,,
No,0,Imperceptible,1,50,599.499706,449.014952,150.4847511,0.666896104,0.256411695,28.46074227,19.55297271,18.82533023,137.00704,25.692443,27.78916879,0.651798889,19.03637025,190.8266832,,,,,,,,,,
No,0,Imperceptible,1,50,155.859964,1.452403,154.4075573,0.00685601,0.169778362,3.293507596,-2.296314229,-0.205124803,42.592721,7.864554,0.068437133,0.141843285,-10.12011646,49.6117674,,,,,,,,,,
Yes,1,Noticeable,1,50,214.59984,0.038138,214.561699,0.000282055,0.172622903,-6.861835169,-12.22193762,-9.518943785,58.076625,10.564925,-10.10900353,0.037822004,-18.69649865,68.30925065,,,,,,,,,,
No,0,Imperceptible,1,50,214.59984,0.038138,214.561699,0,0.172597011,0,0,0,58.076625,10.564925,0,0,0,68.30925065,,,,,,,,,,
No,0,Imperceptible,1,51,875.537661,659.428742,216.1089146,0.386116883,0.246839591,27.05829213,17.55822907,16.83644551,238.251854,41.711259,25.74939595,0.618730596,18.62683843,278.6922932,,,,,,,,,,
No,0,Imperceptible,1,51,630.197561,463.814406,166.3831514,0.375831439,0.231493923,25.2815255,16.65180676,15.92245129,171.831983,31.903405,24.38075629,0.595451404,17.20074398,200.5981139,,,,,,,,,,
Yes,1,Noticeable,1,51,397.139537,288.055911,109.0836242,0.672537095,0.245050996,26.62765711,18.49948142,17.7888937,90.639346,15.225468,26.28890852,0.627669774,17.16294102,126.4134408,,,,,,,,,,
No,1,Noticeable,1,51,668.691838,493.632123,175.059712,0.664183197,0.260224228,28.92284181,19.75450207,19.08784629,151.832658,27.180942,27.94559445,0.654252034,19.22535622,212.8512228,,,,,,,,,,
No,1,Noticeable,1,52,726.394765,526.916296,199.4784666,0.367742008,0.236398089,25.81874468,16.90051222,16.23601144,196.49219,37.459205,24.56091691,0.598564148,17.54232786,231.218635,,,,,,,,,,
Yes,1,Intolerable,1,52,413.015407,280.923012,132.0923943,0.630580369,0.242131282,26.28244577,18.19408027,17.63140651,94.538285,17.604972,25.44652665,0.613652838,16.54147461,131.4668872,,,,,,,,,,
Yes,1,Disturbing,1,52,560.232368,402.141523,158.0908422,0.645081263,0.2521041,27.85600268,19.15317668,18.51766611,127.848166,23.867868,26.95373629,0.638495888,18.25630924,178.3275013,,,,,,,,,,
No,1,Noticeable,1,52,933.169392,693.466922,239.702467,0.36294215,0.248095133,27.03060359,17.46521568,16.78203224,254.924895,50.067278,25.48266347,0.61426092,18.6117898,297.037043,,,,,,,,,,
No,1,Noticeable,1,53,256.722445,693.466922,239.702467,0,0.175069608,0,0,0,65.261465,11.311847,0,0,0,297.037043,,,,,,,,,,
No,1,Noticeable,1,53,169.606437,10.85286,158.7535738,0.106322842,0.179716335,13.5444669,7.549690653,9.22395284,37.918233,5.60129,10.45208995,0.325919838,1.247594151,53.98740566,,,,,,,,,,
No,0,Imperceptible,1,53,1124.775571,865.434851,259.3407167,0.399434508,0.262692414,28.56270022,18.60523568,17.82994144,293.237205,54.806588,26.92233282,0.637989263,20.21806415,358.027184,,,,,,,,,,
Yes,1,Disturbing,1,53,680.119051,499.246942,180.8721045,0.668829717,0.261321556,29.04102224,19.96490136,19.29808061,150.512766,27.337953,27.98958553,0.654939769,19.44211494,216.4886177,,,,,,,,,,
No,0,Noticeable,1,54,525.28535,377.542044,147.7433031,0.378584337,0.225588292,24.44325711,16.26438533,15.5570452,139.855131,24.88407,23.64845264,0.582652199,16.39652395,167.20352,,,,,,,,,,
Yes,1,Disturbing,1,54,817.546995,607.991366,209.5556277,0.365758076,0.2415666,26.41224771,17.01644682,16.32976588,229.006237,41.608266,25.12990301,0.608299273,17.93830655,260.2332909,,,,,,,,,,
Yes,1,Intolerable,1,54,332.69827,231.334748,101.3635184,0.635859398,0.237901281,25.45589593,17.5023442,16.878006,79.153412,14.047901,25.01655631,0.606371635,15.62398811,105.9011485,,,,,,,,,,
Yes,1,Imperceptible,1,54,588.546928,424.966099,163.5808288,0.669664019,0.256022862,28.34402483,19.55274767,18.90871236,131.822952,24.742521,27.40764697,0.645765674,18.71363823,187.3403057,,,,,,,,,,
No,0,Imperceptible,1,55,574.190808,425.830963,148.3598438,0.683679733,0.2564668,28.4146572,19.67451863,18.95466761,128.887005,24.919092,27.72856166,0.650845208,19.01131481,182.7706107,,,,,,,,,,
No,0,Imperceptible,1,55,366.175148,257.098265,109.0768823,0.680226058,0.243939233,26.32097941,18.46866613,17.80323407,82.415187,15.699875,25.83964971,0.620235506,16.82448517,116.5571697,,,,,,,,,,
No,1,Noticeable,1,55,629.703065,459.187991,170.5150715,0.388369024,0.232615846,25.43385815,16.94050704,16.21722887,166.413571,32.172771,24.46185169,0.596854324,17.43181068,200.4407109,,,,,,,,,,
Yes,1,Noticeable,1,55,911.588743,672.996771,238.5919674,0.375274595,0.247960467,27.07209947,17.70920053,17.02096681,240.253272,48.325676,25.51910914,0.614873589,18.78856585,290.167709,,,,,,,,,,
Yes,1,Intolerable,1,56,841.860177,632.863818,208.9963551,0.404646847,0.246563773,27.10727146,17.89813717,17.14470982,218.392923,39.160488,25.85889897,0.62055598,18.92896602,267.9724171,,,,,,,,,,
Yes,1,Disturbing,1,56,527.385714,387.821972,139.5637394,0.706069497,0.255774721,28.2364314,19.60889528,18.90642643,116.827266,20.478463,27.61290952,0.649020402,18.67379842,167.8720866,,,,,,,,,,
Yes,1,Disturbing,1,56,677.914944,486.977788,190.9371516,0.386809593,0.235302728,25.7349493,17.12691648,16.45547284,174.88989,33.638308,24.52700753,0.597979379,17.59425442,215.7870287,,,,,,,,,,
Yes,1,Noticeable,1,56,404.906606,274.394947,130.511658,0.665024698,0.244817285,26.54894552,18.57144966,18.00443284,89.792634,16.450919,25.715129,0.618158228,16.83613416,128.8857757,,,,,,,,,,
Yes,1,Disturbing,1,57,1057.055198,795.331156,261.7240388,0.390641481,0.257910028,28.07411019,18.34607236,17.62318646,272.789607,52.839811,26.36933523,0.628990628,19.72011214,336.4711198,,,,,,,,,,
Yes,1,Disturbing,1,57,382.480775,256.137136,126.3436379,0.657264955,0.242788544,26.21441867,18.3763101,17.8212861,84.782222,16.164159,25.37830312,0.612503184,16.53388179,121.747412,,,,,,,,,,
Yes,1,Disturbing,1,57,626.170398,459.703927,166.4664696,0.399157881,0.233398896,25.56351136,17.1179581,16.36804745,162.250204,30.076054,24.65357841,0.600159484,17.6326139,199.3162281,,,,,,,,,,
No,1,Noticeable,1,57,518.823252,360.14069,158.6825581,0.674383803,0.252363358,27.75839858,19.29804862,18.72285221,114.359737,21.495342,26.74200366,0.6350709,18.00877775,165.1465703,,,,,,,,,,
No,0,Noticeable,1,58,439.72897,298.882243,140.846725,0.658268364,0.246241126,26.83737165,18.61139098,18.0655452,98.748934,18.835205,25.91725522,0.621526476,16.94706619,139.9700784,,,,,,,,,,
No,0,Imperceptible,1,58,833.60507,624.752093,208.8529728,0.397484421,0.245421687,26.95747187,17.73955591,16.99898298,220.440595,42.569948,25.702214,0.617942364,18.74819669,265.344735,,,,,,,,,,
No,0,Noticeable,1,58,337.317032,236.671012,100.6460195,0.691733516,0.243301647,26.09377799,18.32043348,17.64971723,75.341206,12.866002,25.7017618,0.617934805,16.50718147,107.3713461,,,,,,,,,,
No,0,Imperceptible,1,58,655.419426,464.597738,190.8216855,0.38330905,0.233660891,25.50562514,16.93660776,16.30208182,171.609766,33.880638,24.262227,0.593395656,17.27572245,208.6264829,,,,,,,,,,
No,0,Imperceptible,1,59,961.31493,728.552955,232.7619726,0.375942586,0.250940716,27.40265173,17.72635814,16.99291142,263.323081,50.782901,25.95936907,0.622225862,19.04013319,305.996046,,,,,,,,,,
No,1,Noticeable,1,59,348.129218,242.425829,105.7033867,0.685081695,0.243325685,26.14925087,18.42322775,17.76227632,77.343642,14.404491,25.66947799,0.617394861,16.65348997,110.8129718,,,,,,,,,,
No,1,Noticeable,1,59,266.617998,189.908638,76.70935796,0.689131823,0.238912778,25.12881959,17.87409795,17.10072526,58.711301,9.651394,25.09105497,0.60763926,15.9915477,84.8671446,,,,,,,,,,
No,0,Noticeable,1,59,601.01791,415.615208,185.4026989,0.377695853,0.229952231,24.98569615,16.71774514,16.12063048,154.444523,31.08384,23.72240218,0.583955245,16.84216389,191.3099425,,,,,,,,,,
No,1,Noticeable,1,60,298.605595,189.987403,108.618191,0.656964825,0.237837519,25.14498303,17.64210201,17.15870086,65.969877,11.448244,24.29205586,0.593913586,15.11263533,95.04911296,,,,,,,,,,
No,1,Noticeable,1,60,476.860034,343.544581,133.3154509,0.717328418,0.253842433,27.8660592,19.41560065,18.75148138,105.227819,18.360179,27.22951752,0.642924627,18.13837018,151.7892631,,,,,,,,,,
Yes,1,Noticeable,1,60,952.996201,704.031244,248.9649535,0.397696612,0.252449426,27.6015407,18.15448113,17.46872917,243.834181,47.572444,25.96430139,0.622307719,19.22040192,303.3481123,,,,,,,,,,
Yes,1,Noticeable,1,60,662.566314,472.063092,190.5032191,0.392715917,0.234943964,25.69258543,17.15405316,16.49944612,169.659413,32.551505,24.46588519,0.596924026,17.52883388,210.901408,,,,,,,,,,
No,1,Noticeable,1,61,549.450734,402.549789,146.9009416,0.705218372,0.256991805,28.40900547,19.77634668,19.07917156,120.856266,21.012986,27.69270867,0.650280202,18.90096197,174.8956006,,,,,,,,,,
No,1,Noticeable,1,61,628.0482,459.494061,168.5541365,0.403610537,0.233917877,25.63086072,17.19230531,16.45113339,161.989729,31.603493,24.68879,0.600764707,17.66956611,199.9139511,,,,,,,,,,
Yes,1,Noticeable,1,61,328.005323,228.85712,99.14820233,0.697869229,0.243318308,26.03361883,18.412033,17.73409105,72.367178,13.02639,25.63348712,0.616792347,16.57349987,104.407337,,,,,,,,,,
No,0,Imperceptible,1,61,860.324573,616.301453,244.0231151,0.396947912,0.246940871,27.01947368,17.83493923,17.22304337,219.854534,43.897035,25.35931176,0.612182775,18.5256753,273.8498169,,,,,,,,,,
Yes,1,Noticeable,1,62,475.716126,331.170224,144.5459001,0.388536419,0.22359218,24.09076936,16.13203128,15.48846557,126.006251,24.668509,23.21622544,0.574989501,15.88306721,151.4251459,,,,,,,,,,
Yes,1,Noticeable,1,62,465.454326,332.788178,132.6661465,0.711843526,0.252669405,27.69392588,19.28100946,18.63286539,103.273495,18.850461,27.03482424,0.639801871,17.91338868,148.1587135,,,,,,,,,,
Yes,1,Noticeable,1,62,894.940007,667.898297,227.0417073,0.409596468,0.250133934,27.46299329,18.10045394,17.38160455,232.501422,44.92872,26.03349844,0.623454913,19.11836995,284.8682518,,,,,,,,,,
No,0,Imperceptible,1,62,365.615395,244.462631,121.1527624,0.671527082,0.24310781,26.16968594,18.36089424,17.80604803,81.153195,15.13341,25.37671107,0.612476331,16.39766007,116.3789948,,,,,,,,,,
Yes,1,Noticeable,1,63,615.918723,450.864918,165.0538022,0.400917651,0.232958669,25.50485515,17.03859778,16.30296834,161.474193,30.416482,24.59932666,0.599225907,17.48391058,196.0530186,,,,,,,,,,
Yes,1,Disturbing,1,63,507.027296,367.521719,139.5055759,0.698428119,0.253878204,27.96080114,19.45040977,18.77293776,112.620003,20.333707,27.2823156,0.643768322,18.38069182,161.3918009,,,,,,,,,,
Yes,1,Disturbing,1,63,309.036688,214.594959,94.44172583,0.687560885,0.241258543,25.6814385,18.12106305,17.44799672,69.085241,12.505705,25.31196704,0.611383284,16.18071748,98.36943298,,,,,,,,,,
No,0,Noticeable,1,63,804.252465,568.407993,235.8444687,0.391180565,0.243119996,26.58603891,17.52150376,16.9413878,208.890347,42.076368,24.96251465,0.605450516,18.02984879,256.0015106,,,,,,,,,,
Yes,1,Disturbing,2A,1,70.534739,26.063429,45.00790179,1.100848073,0.265198242,23.96948341,15.9088511,15.93008309,19.394876,8.512068,22.10633202,0.554959634,6.995352111,22.45190474,,,,,,,,,,
Yes,1,Noticeable,2A,1,298.793409,213.014993,86.25334695,1.405714745,0.306583787,31.97630687,23.61621019,23.00191606,60.015158,20.412068,31.81251715,0.71104415,20.16163075,95.10889601,,,,,,,,,,
No,0,Noticeable,2A,1,179.518199,95.254351,84.26797759,0.897005192,0.252882795,25.4077915,18.44528807,18.20323377,45.041915,22.974907,24.18197728,0.592000305,14.09698802,57.14241749,,,,,,,,,,
No,0,Imperceptible,2A,1,163.314714,95.254351,84.26797759,0,0.169586574,0,0,0,33.20716,10.485572,0,0,0,57.14241749,,,,,,,,,,
Yes,1,Noticeable,2A,3,78.606474,30.558776,48.14095158,1.145472798,0.269768603,24.71263919,16.32275086,16.31447151,22.914787,10.350477,22.96255946,0.570455901,7.596384504,25.02121779,,,,,,,,,,
Yes,1,Noticeable,2A,3,394.615533,274.72354,119.9493928,1.217637837,0.294943085,31.52299035,23.84773309,23.18276933,83.953527,31.461735,30.89146443,0.698192858,20.31958184,125.6100254,,,,,,,,,,
Yes,1,Noticeable,2A,3,355.171036,260.999645,94.26223169,1.347731497,0.304570291,32.24083526,23.73545231,23.06135588,69.925828,21.360955,32.14279734,0.7155494,20.92081458,113.054452,,,,,,,,,,
Yes,1,Disturbing,2A,3,498.908551,279.772357,219.8940826,0.929588419,0.274622149,29.73247521,21.15675164,21.06497889,114.095033,46.344079,27.78743089,0.651771568,18.13131527,158.8075241,,,,,,,,,,
No,1,Noticeable,2A,4,351.022445,216.299721,134.724906,1.022840044,0.274501734,29.20915099,21.12793806,20.77408356,82.906585,34.3068,28.03972784,0.655722514,17.91667764,111.7339145,,,,,,,,,,
