1,380,353,366.5,-27,0.071052632,474.8226934,477.304509,445.442425,8.098781874
1,655,680,667.5,25,0.038167939,847.0351383,850.655795,823.206699,8.902553169
1,1045,1069,1057,24,0.022966507,1276.841362,1280.706294,1255.148426,9.843705625
1,535,560,547.5,25,0.046728972,690.8721665,693.5916475,671.07573,7.163208062
2,180,216,198,36,0.2,242.6354182,243.034309,208.745044,13.32277438
2,325,350,337.5,25,0.076923077,404.5165546,407.351482,368.746421,16.82775114
2,445,420,432.5,-25,0.056179775,513.5571678,522.588281,430.402096,33.49401631
2,767,865,816,98,0.127770535,895.0408276,897.103101,835.28553,22.28341474
3,583,473,528,-110,0.188679245,681.2901493,691.151243,564.648287,40.76716496
3,255,323,289,68,0.266666667,390.622022,389.345561,322.600441,28.01722164
3,475,342,408.5,-133,0.28,468.4973575,436.301396,385.700706,77.34347286
3,620,730,675,110,0.177419355,954.6604842,965.401854,773.535509,103.3986202
4,280,272,276,-8,0.028571429,320.9151744,320.9150185,295.188694,10.35759863
4,743,815,779,72,0.096904441,930.862657,932.124616,865.43015,30.56537504
4,455,511,483,56,0.123076923,582.6799882,582.8985555,546.478543,10.80117261
4,578,633,605.5,55,0.095155709,710.4818351,716.481334,679.074244,22.0595233
5,383,382,382.5,-1,0.002610966,483.197643,486.971305,444.501359,10.58525885
5,1100,1090,1095,-10,0.009090909,1276.079241,1277.069024,1248.369125,6.017379814
5,705,705,705,0,0,855.7595541,857.553341,831.148643,6.279762238
5,601,605,603,4,0.006655574,719.557059,721.9271865,698.132894,6.139844408
6,270,334,302,64,0.237037037,373.1984277,371.8999645,321.159063,19.97035403
6,220,251,235.5,31,0.140909091,299.3527532,301.879717,262.320904,16.48792567
6,662,790,726,128,0.193353474,885.0453815,884.551722,820.266505,32.12166183
6,521,550,535.5,29,0.055662188,663.4474569,666.158681,620.78902,16.1240979
7,657,645,651,-12,0.01826484,793.7934608,795.509356,774.799394,5.908619261
7,1030,980,1005,-50,0.048543689,1192.270693,1193.01867,1176.048801,4.703424983
7,545,540,542.5,-5,0.009174312,673.9137883,677.353262,650.409223,7.359358903
7,356,373,364.5,17,0.047752809,448.0769369,451.143137,429.240749,7.43566143
8,318,355,336.5,37,0.116352201,437.4499185,441.741641,373.719291,23.22967535
8,215,246,230.5,31,0.144186047,293.7760523,295.919441,256.618673,13.03839151
8,678,704,691,26,0.038348083,829.8197104,831.37801,768.191545,23.93472654
8,423,450,436.5,27,0.063829787,529.4768412,534.837484,482.707792,16.87112735
9,593,580,586.5,-13,0.021922428,716.9951011,720.78685,686.727958,9.418304655
9,690,667,678.5,-23,0.033333333,830.4781014,833.064269,809.319955,7.350325325
9,380,370,375,-10,0.026315789,477.2373959,480.239393,449.845763,8.792117597
9,965,984,974.5,19,0.019689119,1226.350726,1227.004588,1202.976554,9.922513075
10,303,393,348,90,0.297029703,432.0883434,436.472827,303.327697,34.24727063
10,665,750,707.5,85,0.127819549,830.0685929,834.421203,748.694108,33.19186058
10,280,313,296.5,33,0.117857143,372.8833135,374.328188,339.968615,10.78622647
10,534,580,557,46,0.086142322,663.6101391,664.482162,629.42867,12.83391646
11,607,705,656,98,0.161449753,770.0909089,772.373554,744.226357,7.586606283
11,580,588,584,8,0.013793103,684.0105899,687.696866,659.418089,7.679335232
11,371,378,374.5,7,0.018867925,448.1739366,452.023931,417.469303,9.305793945
11,910,866,888,-44,0.048351648,1148.400822,1147.963134,1125.754449,11.45814036
12,568,545,556.5,-23,0.040492958,697.1284553,699.799318,672.140454,7.443097503
12,636,683,659.5,47,0.073899371,783.3934797,785.9329245,756.286222,7.430399503
12,1030,1030,1030,0,0,1251.8133,1255.200878,1213.839928,10.16949556
12,380,381,380.5,1,0.002631579,466.9740116,469.4432165,449.50072,7.321139249
13,585,725,655,140,0.239316239,773.0461922,775.656933,687.611382,36.23906086
13,409,453,431,44,0.107579462,526.7298692,530.6698125,469.105778,20.28993641
13,528,618,573,90,0.170454545,686.9671229,687.758807,631.808189,20.14573751
13,355,400,377.5,45,0.126760563,449.0151344,449.8505825,402.624768,13.30178115
14,1275,1265,1270,-10,0.007843137,1473.749227,1473.474166,1443.681102,8.888771533
14,500,475,487.5,-25,0.05,549.8365786,553.233999,519.613722,9.137024571
14,726,755,740.5,29,0.039944904,818.0821558,819.67217,801.712855,6.014220283
14,835,825,830,-10,0.011976048,947.6597834,944.929702,932.736037,9.029736058
15,335,398,366.5,63,0.188059701,454.0192754,451.807589,392.910613,24.80334267
